Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] And we'll now take a question from Glenn Schorr with Evercore.,neutral,0.0416,0.0189,0.9395
11,Glenn Paul Schorr,,"A question on net interest margin. This comes up in conversation, and I don't know if this is even a good way to look at it, so I want to throw it to you. If you look at you versus your peers, your NIM is highest relative to prior cycle lows when rates were near 0 versus peers. Now I don't think we're even going towards 0 rates -- to 0 rates, but whatever. Do you think that, that is an okay way to even evaluate things? And B, if so, what do you think explains that? It's just that your duration is a little longer than you used to. Just curious on what you think has changed in the mix to -- that you would have been able to sustain that better.",neutral,0.0879,0.0725,0.8396
35,Stephen Biff Bowman,,"That our NIM is higher than other peers, that's your question, [ or is it the low ]...",neutral,0.1007,0.0873,0.812
11,Glenn Paul Schorr,,"Versus prior cycle lows. In other words, where everybody bottomed out when rates were 0, you're in the range of like 37, 40 basis points above that. Others are like a lot closer to it now.",negative,0.0533,0.4777,0.469
35,Stephen Biff Bowman,,"I believe that's probably the mix of our clients and the mix of our balance sheet is probably the difference there. I think, a, our retail deposits and our wealth business make up a greater proportion of our balance sheet. You've got to look at a mix between our on -- or foreign office deposits and U.S. deposits and then the loan portfolio relative to the size, and I know it's been flat for us. But all of those combined, I think, produced a slightly different net interest margin versus peers. Because we're not absolutely the same in look and feel as all of those. So I would say it's probably a difference in the mix of the balance sheet that lends itself to that. Because on the institutional side, the pricing is competitive, so we would likely have deposit costs of a similar nature but we have a little bit bigger piece of what I will call the wealth side of the business and I think that may help mute the lows.",neutral,0.157,0.0629,0.7802
11,Glenn Paul Schorr,,"Yes. And maybe just a follow-up. As you look forward, there's a lot of puts and takes on deposit betas not being as close to 100% as everybody hoped they would be on the way down. But knowing what we know today with forwards, with what's expected in further rates, just how do you help us think about next year and beyond, given all those puts and takes around the NIM?",neutral,0.0871,0.0404,0.8725
35,Stephen Biff Bowman,,"Yes. I think you have to probably pull our balance sheet apart a little bit to understand the betas. So if you look at, for instance, on the retail side of our deposit betas, the beta would look low -- low-ish, but we had some -- the discontinuation of our anchor suite and we had some promotional pricing, so the beta would be quite low on that. 
If you look at the foreign office deposits, and remember, about half of the foreign office deposits aren't in dollars. But if you look at the move down and then extrapolate how much of that was dollars, the beta was actually quite high. I would say the beta was relatively symmetrical with what we saw on the way where we were as we had rates rising. So it's coming down, I think, in general, along that rate. It's a little cloudier to see this quarter because of some of the promotional things we had in the wealth space and others that worked themselves through at the end of the third quarter, and we would anticipate a more symmetrical beta for that in the fourth quarter. But I think if you look at that, the beta was actually fairly high on what I would call institutional dollar-based deposits.",neutral,0.0841,0.3027,0.6132
0,Operator,,We'll now take a question from Brian Bedell from Deutsche Bank.,neutral,0.0406,0.0255,0.9339
7,Brian Bertram Bedell,,"Congrats. Best of luck. The question is on the net interest income being a little bit -- obviously, NIM being a little bit better than we thought. Can you talk about the drivers on the short-term side of the balance sheet? So the asset yields on the short side seem to go down less than we would have thought. Maybe talk about the resiliency of that and sort of how should we think about that going into the fourth quarter?",negative,0.0523,0.7548,0.1929
35,Stephen Biff Bowman,,I hope that was your phone breaking up there. I couldn't tell if that was you or us. Are you -- can you hear us okay? Your phone broke up.,neutral,0.0382,0.3739,0.588
7,Brian Bertram Bedell,,Yes.,neutral,0.1082,0.0226,0.8692
35,Stephen Biff Bowman,,Okay.,neutral,0.1083,0.0275,0.8642
7,Brian Bertram Bedell,,You were breaking a bit. Can you hear me better now?,neutral,0.1389,0.0706,0.7905
35,Stephen Biff Bowman,,"I can, yes. Sorry about that.",neutral,0.0917,0.1403,0.7679
7,Brian Bertram Bedell,,And did you hear my question?,neutral,0.0495,0.0485,0.902
35,Stephen Biff Bowman,,I think it was around the short term. Can you repeat it real quickly?,neutral,0.043,0.0472,0.9098
7,Brian Bertram Bedell,,"Yes, sure. Yes. Yes, the yields on the short-term side of the balance sheet on the asset side seemed to go down less than we had thought. So I was just wondering if you could talk about some resiliency in that, relative to short-term rates basically. And then is there a catch-up coming in the fourth quarter, assuming we have obviously an October Fed cut?",negative,0.0972,0.694,0.2089
35,Stephen Biff Bowman,,"Yes. So if you think about that on the rates and the resiliency, one, you still have to remember that our rates are lapping a period where, in general, a year ago, they're higher today than they were a year ago. So that's part of it. And then if you look at the sequential resiliency or how that would hold up, I think there's probably a series of factors in there in the asset yield. One is we've extended some of the duration in our portfolio, which I think has helped mitigate some of that across those yields. 
Currency mix and other things can help mitigate some of the currency yield impacts that you see across the portfolio, and then just a variety of investment strategies that we have and the instruments we have, have held up pretty well across the short-term end of the portfolio. We've got more in securities than we do sort of shorter-duration money market type bank rates at this point. So all of those have held up. 
And then last thing I'd add is from our own projections from where we thought we would have in the quarter, the spread between LIBOR and Fed funds was actually a little bit better. Even though it compressed our own projections, it didn't compress as much as perhaps we had forecasted. 
In terms of the fourth quarter, I think you had asked, are we just storing this up for the fourth quarter. I think perhaps, it might be beneficial if we give you a quick thought on the fourth quarter as we've been. 
Right now, we would suggest that -- and there's obviously a lot of puts and takes in the fourth quarter yet to come. But if we assume one cut from the Federal Reserve this month, we would think that our net interest income would be down approximately 1% to 3% sequentially. So while there is still pressure on the asset yields and sensitivity to that, we still think it's relatively modest in terms of its impact sequentially. 
There's obviously a lot of underlying assumptions in that forecast, and we're going to give you an update on that in December as we see the size of the balance sheet and other factors being much more clear 2 months into the quarter. And in fact, whether we get a hike or not, we'll obviously be in there. But that 1% to 3% is off of the $425 million we had this quarter and it assumes one cut in October.",neutral,0.1588,0.4092,0.432
34,Mark M. Bette,,"And Brian, this is Mark, just to add one count. When you're really looking at the real short end of the balance sheet, so the short term, let's call it, interest-bearing deposits, so that would be the interest-bearing deposits with banks, the Central Bank deposits, the mix of U.S. currency within that, let's call it, money market kind of category is actually more like 1/3 of the total. So the lower U.S. rates will not have as much of a drag when you're looking at the very short end of the balance sheet for those line items.",neutral,0.0392,0.0629,0.8979
7,Brian Bertram Bedell,,"Right, right. So yes, the geographic diversification definitely helps you. Great. And then just on expenses, you're most of the way through the program, another $25 million. And I know you've said in the past, this is going to be an ongoing effort. 
So just on the third quarter, I think expenses were up 3% sequentially versus 2% revenue, but was that all due to the Northern Trust Open unrelated expense? And then going forward, are we still in that position where you're trying to achieve expense growth at a pace that is no higher than your organic revenue growth? And maybe if you want to just comment on organic revenue growth for the quarter.",positive,0.6258,0.0219,0.3523
35,Stephen Biff Bowman,,"Yes. So the last part of your question is our thinking. We still are having our organic growth rate provide, if you will, as a governor over the organic expense growth rate that the firm should intend to sustain to produce that. The Northern Trust, on a sequential basis, drives about half of the growth rate of expenses, maybe a little less than that but in the vicinity of about half of that. So you can take about half of the growth rate out because of sort of a onetime seasonal event. 
But probably more important to your question was around the organic expense growth rates that we're seeing. Again, in line, I think, with -- generally in line with our organic expense growth rate, we've done a good job of getting the organic growth rate in the firm and the organic expense growth rate in the firm better aligned. And that continues to be an internal target and goal that we strive to get those very much in line. If we see organic growth slow, then we try to do as quick as we can to increase the pace of saves in our expense base to achieve that organic leverage or at least organic neutrality, and we are trying to get organic leverage. 
Lastly, I think you asked about our organic trends in the quarter. Again, on the fee side, we saw good new business, good growth, and generally in the range as we've talked about, or near the range as we've talked about. And so I think you can kind of see that through our numbers, and the fee growth rate is outstripping markets and is pretty strong versus the competitors, and a lot of that is organically driven.",neutral,0.3281,0.0312,0.6407
7,Brian Bertram Bedell,,"And that's about mid-single-digit pace in terms of what -- in terms of organic growth, is that correct?",neutral,0.0795,0.0219,0.8986
35,Stephen Biff Bowman,,I think we've talked about a 4% to 5% range.,neutral,0.12,0.0224,0.8576
7,Brian Bertram Bedell,,"Yes, exactly.",neutral,0.0622,0.0251,0.9127
35,Stephen Biff Bowman,,"Over time, I think we've explained to you in the past, we have years that it's 3%, we have years that it's 5% and we've tried to circle that range. It's in that, whether what do you want to call that, low to mid-single-digit range is where we're tracking. And I think if you -- but you could back markets out and currency out and probably get there in your own analytics.",neutral,0.0632,0.0273,0.9094
0,Operator,,We'll take our next question from Ken Usdin with Jefferies.,neutral,0.0358,0.0298,0.9343
12,Kenneth Michael Usdin,,"Best of luck, Biff. Can I ask a couple of just cleanup ones? Can you help us just understand the amount that the BOLI increased in both NII and fees, what the Visa expense was and if there was any change in premium amortization sequentially?",neutral,0.0454,0.0312,0.9233
35,Stephen Biff Bowman,,"Yes. I got to write those down, make sure we get all those. The BOLI impact with -- in the third quarter probably reduced net interest income by about $7 million but it produced $9 million or so in other income. And then as a tax benefit, too, it helps the tax rate by approximately 0.2%.",negative,0.3607,0.5487,0.0906
34,Mark M. Bette,,"And that was about half reflected in the prior quarter, Ken. So if you're looking at it sequentially, we picked up another about $4.5 million in other operating income and would have had a drag of, call it, $3.5 million on the NII side sequentially.",neutral,0.1371,0.1665,0.6964
35,Stephen Biff Bowman,,"So you wanted BOLI, Ken, make sure we got all...",neutral,0.0956,0.0206,0.8838
12,Kenneth Michael Usdin,,"Yes, the Visa and if there was any change in premium am.",neutral,0.0376,0.0571,0.9053
35,Stephen Biff Bowman,,"Yes. On Visa, on a year-over-year basis, the mark for Visa was pretty comparable. It was actually, I think, slightly lower this year. On a sequential basis, the mark on Visa was up just a little under $7 million sequentially. And that was driven by -- the factors that we evaluate are the Visa stock price, the time to maturity of the litigation and then our ownership interest in that or the conversion factors. And those can move from time to time. And so it was a...",neutral,0.3301,0.0943,0.5755
34,Mark M. Bette,,"It was a $7 million this quarter but $3 million last quarter. $7 million was the number. But yes, sequential was $4 million.",neutral,0.0931,0.0687,0.8381
35,Stephen Biff Bowman,,"Sequential was a $4 million increase. It was $7 million in total in the quarter and a $4 million increase sequentially. And year-over-year, roughly flat.",positive,0.4143,0.3617,0.2239
12,Kenneth Michael Usdin,,"Understood. And then just the last -- yes, go ahead. Biff, go ahead.",neutral,0.0589,0.0202,0.9209
