Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question comes from the line of Glenn Schorr with Evercore ISI.,neutral,0.0456,0.0217,0.9326
11,Glenn Paul Schorr,,"I wonder if you could unpack the net interest revenue comment of outlook of around 10%, maybe just trajectory-wise, meaning I'm assuming you're assuming the forward curve. And so just talk about the timing as that comes in, and you can combine that with how quickly the fee waiver recapture happens along that forward curve.",neutral,0.0687,0.0247,0.9066
17,Thomas P. Gibbons,,Emily?,neutral,0.0401,0.1022,0.8578
19,Emily Hope Portney,,"Sure. Sure. Glenn, happy New Year. I'm actually really glad you kicked off with NIR because it's the first time in a long time we've got something positive to say. So NIR, as we mentioned, is expected to be up about 10% year-on-year. 
To give you color, just specific to the questions you asked, yes, we just use the forward curve and, as you know, it at the moment, anticipates the 3 rate hikes, 3 25-basis point rate hikes, the first being in March. Although, of course, there's talk about the first one being a bit more, and we can talk about the sensitivity there. 
Deposit betas obviously come back into play. The expectation in our outlook is that betas will largely retrace what we saw in the last cycle. They could be a little bit higher just given the change in our deposit mix. So for example, Treasury Services, the deposit base there is about twice as big as it was in 2015. And obviously, that business has higher betas. 
We expect our securities portfolio to be roughly flat. Most of the reduction on the asset side will be coming from cash held at central banks and lower-yielding HQLA. We do continue to be cautious on duration. In fact, over the last 6 weeks, we've brought duration in a bit, and we've actually moved some HQLA into HTM to preserve capital. Also, we are expecting some healthy loan growth and for premium amortization to reduce a bit. 
The one -- just, Glenn, one thing I do want to just point out is that for the first quarter, just given that the first rate hike is not until March, also it's just worth mentioning we've already seen deposits come down a bit from the fourth quarter average where they were really at elevated levels due to kind of market dynamics. So you won't see much of that benefit sequentially in Q1.",positive,0.4679,0.2879,0.2441
11,Glenn Paul Schorr,,"Okay, got a lot there. And maybe just one other big picture. I think I heard you say in the prepared, 2% organic growth in '22-ish, which would be in line with '21 and obviously better than '20 and '19. So I guess the question is, when you look at investments you're making and combined with your fee outlook, I'm just curious how you can contextualize what's there related to markets that have already gone up, business that has already been won to be implemented versus follow-through and revenues related to new investments -- the investments that you're making in new businesses?",neutral,0.1291,0.0211,0.8498
17,Thomas P. Gibbons,,"So Emily, maybe I'll take that one. So a lot in that one. But a couple of things. When I look at collateral management, that's one where we have been investing for quite a while. And we invest in what we call the Future of Collateral, which is really making collateral interoperable around the world, which we thought would lead to growth in our -- especially in our international assets, which is exactly what it has done. 
Also benefiting from some of those capabilities is the uncleared -- the responsibility now for derivative players to have collateral against their uncleared margins. We have -- now we're now going through phase 6 of that. So we are picking up significant assets as a result of that. 
And we've also added certain innovations to our capabilities. For example, the ability to have ESG criteria established in a repo and what you'll accept on repo. So that's something that's shown some pretty interesting growth. So that's something where we have been gaining and it's shown up in the numbers and we continue to expect to continue to gain. 
I mean one of the other interesting things that we've brought up is what we're doing in our Treasury Services and payments business. And I think we've reinvigorated that business with some meaningful investment. We were the first, as you know, to do an RTP, real-time payments, through the New York Clearing House. That was done essentially to test it, but now we are actually putting practical product in place. 
So we announced late last year a request for payment service that we're providing to utilities. That operation, we have multiple players on that platform. And we see opportunity, whether it's brokerage firms, insurance companies, corporates or white labeling it for midsized banks there. So I think some of the innovation that we're seeing in the Treasury Services, we have not seen that drop to the bottom line yet. We've picked up, we've captured a little bit of market share and a little bit of a better price itself coming into this. 
We've talked a fair amount about Pershing X, which is a significant multiyear investment that we are making in our Pershing platform, specifically on the advisors, to simplify and make the advisory function much more productive for our clients. We made an acquisition of a direct indexing firm in the quarter. We decided to buy rather than build for speed to the market. And that group is going to be able to tailor portfolios and provide tax optimization down to the individual level. That hasn't started yet. So that will start probably by the end of this year, and we'll be continuing to invest. So we see that not as a 2022 event, but a 2023 and 2024. 
Nice growth in our Wealth Management business. And here, we've invested in some of the technology. And we've won some recognition for the quality of some of the Advice Path and kind of the wealth management tools that we put in place for our clients there. 
On the Asset Servicing side, we've talked about the digital assets unit that we put in place. It is garnering assets quite rapidly as we've gotten most of the pending ETF crypto assets that are coming in the U.S. and just in a very high percentage offshore, especially in Canada. We've also got the -- we developed an ESG app where we're starting to see some revenues flow on that. And we're investing just in the basics of custody because we think we can capture more of the developing markets custody. So it's kind of a mix. Still some on to come, but some of it embedded in our run rate today.",neutral,0.2939,0.014,0.692
0,Operator,,We'll go next to Brian Bedell with Deutsche Bank.,neutral,0.0293,0.0231,0.9476
7,Brian Bertram Bedell,,"If I can -- if I actually start off on fee revenue outlook assumptions, really just start on the fee waivers and just the trajectory of that, Emily. Just to clarify, I think you said 3 rate hikes. And the forward curve, I think the guidance was as of December 31. So I'm not sure if that forward curve sort of...",neutral,0.0477,0.0508,0.9015
19,Emily Hope Portney,,Correct.,neutral,0.0354,0.0602,0.9043
7,Brian Bertram Bedell,,"Right. It's like advancement of the curve expectations, so getting a little bit more aggressive in the market for Fed hikes impact. So maybe if you could just walk through the money market fee waiver trajectory through the year and really circling back to the portion that gets released after the first hike and then maybe after the second hike. And then just on the equity market assumption -- equity market return assumptions within that market, that 1% market impact.",neutral,0.0632,0.0306,0.9062
19,Emily Hope Portney,,"Sure. So a bunch there. So let me take the waiver outlook first. So remember, waivers are a function of both balances also and rates. And you're correct, we are just looking at the -- and our guidance has baked in the forward curve with 3 rate hikes. We have pointed out in the past that with the first 25 basis point hike, we would expect to recoup about 50% of the waivers. Having said that, we do also expect that balances to begin to decline a bit, especially by, call it, the third or fourth hike. So we do see -- expect some runoff in balances. 
So when you put it all together, we would expect money market fund waivers to be a little less than half of what they actually were in 2021. Having said that, it's very important to note that as waivers dissipate, we also do see a rise in distribution expense, and that's been captured in the expense outlook. 
To give you an idea just -- sorry. To answer the second question, which was more about sensitivity, just I think something that would probably be helpful. If we size the impact of both waivers and, frankly, NIR, if we had, say, a 50 basis point hike in March versus a 25 basis point hike, that would be about $100 million more in recouping waivers than what's in our guidance. And it'd probably be about $50 million more in NIR. So a total -- if the March hike was 50, not 25, it'd be about another $150 million more in terms of revenues versus what I've  guided. 
And then I think you had one more part, but...",neutral,0.1846,0.405,0.4104
7,Brian Bertram Bedell,,The equity market return assumptions within that 1% of fee contribution from sort of markets.,neutral,0.0354,0.0238,0.9409
19,Emily Hope Portney,,"Sure. So just to step back, total fees -- total fee revenue up 7%, roughly 4% driven by the reduction of waivers, roughly 2% organic growth and then 1% from market-driven factors. Market appreciation is kind of a little over 2%, but it's offset by lower fund fees and some currency headwinds just based on the average for FX rates over the course of 2021.",positive,0.9549,0.0196,0.0255
7,Brian Bertram Bedell,,"Got it. Got it. And then if I could just circle back on the NIR deposit runoff assumptions in terms of the magnitude that you're expecting and then also just the assumptions for global short-term rates, I guess, particularly in the U.K. and how that might influence the NIR assumption.",neutral,0.0584,0.0231,0.9184
19,Emily Hope Portney,,"Sure. So ultimately, from a deposit perspective, we don't really expect much runoff in deposits from here until kind of, again, third or fourth rate hike or the Fed starts to actually tighten. So it's -- ultimately, balances, as I mentioned, have already come down a bit from average fourth quarter levels. 
And in terms of betas, in particular, just speaking specifically about betas, which is what I think you're probably getting at, we do think they'll be largely in line with the past. Like I said before, maybe a little bit higher, Treasury Services deposit balances are higher. Also just always keep in mind that our deposit base is largely institutional. Also in the '15, '16 period, we were trying to come into compliance with SLR, so we were pushing some deposits off balance sheet. But all of that is baked into the NIR guide that we gave.",negative,0.1066,0.7086,0.1848
7,Brian Bertram Bedell,,"And then just the global rate, like the Bank of England assumptions for...",neutral,0.0384,0.0324,0.9292
19,Emily Hope Portney,,"Yes, it's all the forward curve. It's all the forward curve.",neutral,0.0506,0.034,0.9153
0,Operator,,We'll go next to Betsy Graseck with Morgan Stanley.,neutral,0.0309,0.0213,0.9478
5,Betsy Lynn Graseck,,"I wanted to follow up on that discussion we just had and ask about how you're thinking about the impact of QT, quantitative tightening, on deposits with the Fed expected to shrink the balance sheet potentially starting as early as March.",negative,0.0099,0.9509,0.0391
