Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,"[Operator Instructions] 
And the first question today comes from Alex Blostein of Goldman Sachs.",neutral,0.0353,0.028,0.9367
4,Alexander Blostein,,"Jason, I'd like to echo your prior comments for Mark as well. It was great working with you. Good luck in your next role. 
So maybe to start with the NII-related questions, and I'm sure you guys had expected given the theme of the quarter. You've spoken in the past about deposit outflows about a month ago. They seems like they have continued a little bit in June. So maybe help us unpack sort of the sources of where are you guys seeing some of the deposit outflows, the mix between interest-bearing and noninterest-bearing, any comments on kind of how the things are standing so far in the third quarter? And any sort of broader commentary you might have around where deposit levels could ultimately trough?",neutral,0.0627,0.0682,0.869
37,Jason Jerrome Tyler,,"Sure. So I'll give you some thoughts. You don't hesitate if you want us to touch on a different component of it. And first of all, just taking a longer-term perspective, deposits have been strong since the beginning of the pandemic, including relative to peers in the industry. So the institutional channel has defined in the last few months, but it appears that we just -- we may have peaked later. 
Since -- if you go back to the beginning of the pandemic, our deposits are still up meaningfully. We started the pandemic at about $90 billion and you see now we're around $130 billion. So going forward, the strategy is very consistent, remain focused on retail and operational institutional deposits. 
The retail deposits are effectively all operational, so our second quarter deposit volumes were down 6.5%. But let's -- I want to unpack where those subchannels came from. So first of all, more than half of that decline was in nonoperational financial deposits. Generally, that is the most rate-sensitive channel by far. It's also the fastest declining category for us. It was down over 11%. 
The second fastest category of decline was actually other nonoperational deposits, which declined about 5%. And so if you focus on the wealth channel and the institutional deposits that are operational, the decline was just 3%. And another dynamic to think about is that within that period, we had tax payments. And so you'd expect some decline alone just coming from that. 
So I think that just highlights the focus on the fact that the vast majority of the decline has come in nonoperational. And then I think you wanted to get a sense of where we are in the quarter. Even at this point, deposits have been down from the average of second quarter, but they seem to be leveling off. The decline that we saw in second quarter was actually largely just in the month of May. And since then, deposits have stabilized at about $120 billion. So that's a lot, but I'll stop there, but that should hopefully give you a good sense of how deposits have been trending.",negative,0.0252,0.9159,0.0589
4,Alexander Blostein,,"Great. And is it fair to assume that the outflows that you guys have seen, albeit smaller outflows so far in the third quarter are also nonoperational? And is there a way to frame where you guys think the total size of nonoperational deposits kind of bucket is? And how much of that could ultimately still leave?",neutral,0.0629,0.1352,0.802
37,Jason Jerrome Tyler,,"So I'll answer the first, which is just what we've seen so far this quarter, 85% of that has been nonoperational. So there's strong continuing of that theme that those deposits are not operational. We haven't talked externally about the mix of operational and nonoperational deposits. And so we can think about that and whether in future quarters, we want to do it unless -- but I think that's a lot for you guys to be able to work from at this point. 
Mark Bette 
And this is Mark. And as a reminder, the nonoperational deposits wouldn't all be at risk. I mean we had plenty of them before the pandemic. And so -- but that is where we've seen the flows -- the movement so far.",neutral,0.0713,0.034,0.8946
0,Operator,,We can go to Steven Chubak of Wolfe Research.,neutral,0.0335,0.0277,0.9388
27,Steven Joseph Chubak,,"I wanted to start off with a question on the NIM outlook. Just looking at last rate cycle, your NIM peaked somewhere in the low 1.60s. Saw a nice uplift this quarter. And with loans composing a similar percentage of the balance sheet today versus last cycle, you have the benefit of higher terminal Fed funds, higher non-U.S. rates contributing as well. Is it reasonable to expect higher NIMs this cycle? Any way you could help us frame how you think about peak NIM potential given some of those tailwinds?",neutral,0.2659,0.0201,0.714
37,Jason Jerrome Tyler,,"Sure. So one, you're absolutely right. If you go back to mid-2019, even if you look inside 2019, we were over 1.60 in the middle of that year. And you're highlighting the right things to look on mix, there's no reason we shouldn't achieve or frankly, surpass that level. The only caveat would be if you saw a very significant change in the yield curve, but we're not anticipating that. So no reason why we couldn't achieve or surpass that 1.60-ish level. 
And then just as you're thinking about the starting point, though, we gave you that number about -- it was $6 million or $7 million in interest income that came from recovery of those nonaccrual loans. And so the starting point should be not one -- it's a little nip, but it shouldn't be 1.35. Think about it more at 1.33, 1.32. And then betas is another thing that would be helpful maybe to give you just so you can work the models better for second quarter, betas are right at 25%. And as we're looking into third quarter, the betas could be twice that, but not 100%. And so we're still seeing attractive increase. 
And I'm glad you asked about that because we had on deposit levels and then NIM. And so we're trying to give you both volumes and betas. So that at least gives you the building blocks to work from as you're thinking about modeling NII going forward?",neutral,0.1478,0.0293,0.8229
27,Steven Joseph Chubak,,"And just for my follow-up on capital, you've noted in the past that you want to run with capital levels that are consistent with your GSIB peers despite the lower reg requirements. And given some of the AOCI volatility that we've seen as well as the strong loan growth, which has certainly consumed some capital of late, I was hoping you could provide some updated thoughts on how you're thinking about target CET1 whether that 10% to 11% range is something you're comfortable running at? And just how it informs your appetite to potentially accelerate buybacks, especially if other categories like lending potentially begin to slow in a rising rate backdrop?",neutral,0.2238,0.0223,0.7539
37,Jason Jerrome Tyler,,"You're right in that we -- just competitively, we like to have a strong position relative to the GSIB peers. And I always say when clients are depositing $100,000, they -- those deposits are insured usually by the FDIC. When they're depositing $100 million or $1 billion, they're effectively lending money to us and we want to reflect that our balance sheet is strong and so we look at that closely. 
We look at the CET1 as importantly, which you highlighted, but also the leverage ratio. And so looking at those in conjunction, we look good on a relative basis and obviously, plenty of room relative to any regulatory limits. But we'll continue to look at where things are competitively. And we'll also continue to look at what opportunities we have and the returns on buyback versus what opportunities we're seeing, the loan growth we had, we were very deliberate in looking at what the returns on that growth are. 
And we also talked about the spikiness of loan volume and other activity. Even right now, currency markets moving aggressively, has an impact on FX positions, which has an impact on what our RWA looks like. So all these things come into play. But in general, we feel good about the capital levels. But you've got to also note, we have historically been in a higher range.",neutral,0.226,0.0201,0.754
