Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question comes from the line of Betsy Graseck with Morgan Stanley.,neutral,0.0373,0.0221,0.9406
5,Betsy Lynn Graseck,,"A couple of questions. One on the deposit -- the NIR guidance that you just laid out. I know you gave us a lot of detail around 2Q. And I guess I'm just wondering as we think forward from there, do you anticipate that the deposit competition would slow and then really it's a function of yield curve? Or is there anything that you expect you'd be doing in the balance sheet to shift the trajectory of NIR if this current rate environment held?",neutral,0.0468,0.1948,0.7583
2,Michael P. Santomassimo,,"Betsy, it's Mike. I'll take a shot and Charlie can add if he wants. I think if rates sort of stay where they are, we would expect over time that pricing sort of stabilizes. As I said in my remarks, we haven't quite seen that yet, but we would expect pricing to stabilize as we go. And as we sort of think about the new rate environments and things we can do on the balance sheet, we're doing all the things you would sort of expect us to do as we sort of look to optimize as we look forward both on the funding side and how we sort of manage the securities portfolio primarily.",neutral,0.1518,0.0254,0.8228
5,Betsy Lynn Graseck,,Okay. Anything on like bringing down other wholesale cost of funds or shifting the liability structure at all that might help out here?,neutral,0.0967,0.016,0.8874
2,Michael P. Santomassimo,,Yes. We're looking at all of that. And I think there's things we can do both on our long-term debt that we've got both on tenor and quantum as well as sort of all the funding sources that we're sort of looking at.,neutral,0.1076,0.014,0.8784
5,Betsy Lynn Graseck,,"Okay. All right. And then, separate topic on the efficiency improvements that you outlined. Maybe give us a sense as to the quantum of that and kind of the time frame that you think that, that would occur over?",neutral,0.0597,0.0151,0.9252
1,Charles W. Scharf,,"Sure. Betsy, it's Charlie. So when we talked last quarter, what we said was we're continuing to significantly increase our investment in technology and we wouldn't expect to see a meaningful change in expenses this year. So obviously embedded in there are a whole series of efficiency improvements that we expect to get throughout the year, and we feel very good about our ability to deliver that. I'll say that we are in the early stages of figuring out kind of what's next, taking it to the next level. We have several new people who've joined us. As I mentioned Lester, who runs over 20,000 of the 50,000 people, and I think we all have -- we all believe that there's continued meaningful opportunity to become more efficient and improve the quality. And so hope -- we would expect there to be more, but not quite sure on the timing yet.",positive,0.5844,0.0126,0.4029
5,Betsy Lynn Graseck,,"Okay. And then just lastly, on -- go ahead.",neutral,0.052,0.0195,0.9285
1,Charles W. Scharf,,All I was going to say is but -- just you can assume that we're pushing as hard as we can.,neutral,0.2065,0.0248,0.7687
5,Betsy Lynn Graseck,,"Okay. And then, just lastly on the announcement that you made with BlackRock regarding the Aladdin functionality that you're enabling your clients to benefit from. Could you give us a sense as to how much you think that is going to help out either on your efficiency or your clients' efficiency? And I know in the press release, you highlighted this was the first of many -- or enhancements that you're anticipating. Maybe you can give us some color on the road map that you're expecting with this strategic alliance?",positive,0.6678,0.0096,0.3227
