Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question will come from the line of Betsy Graseck from Morgan Stanley.,neutral,0.0328,0.0214,0.9458
5,Betsy Lynn Graseck,,"I did want to just dig in a little bit on the expense side. And when I listen and look at the results, there's some areas where it feels like maybe the inflation is impacting a little bit. 
I know you're being very disciplined in how you're investing. But I just wanted to make sure I understand how you're thinking about managing the expense base as we go through this inflationary environment? 
And is there an opportunity to pull back on some of the consulting side, professional services side? Or should we anticipate that the kind of rate of change we're seeing in this quarter should persist?",neutral,0.2313,0.0543,0.7144
37,Jason Jerrome Tyler,,"Let me start with a direct answer to the question. And yes, there are things we can do, and we've been focused on to address expense growth. 
And so let me -- predominantly, even within this period, in mid-September, we announced internally some additional expense controls. We always have those in place, but we meaningfully ramped up expense controls, particularly around hiring. That's obviously the largest component of where we see expense increases. That's our largest line. 
And so that will have -- that will lead us to have just a higher bar on where we have increases in expenses and particularly from a hiring perspective. That's not to say that we are going to stop investing in the -- that we're not going to continue investing in the things around technology and other areas where we know we've had important investments to take place. But at the same time, we do see an opportunity for us to raise that bar, to try and tamp down the growth that we've seen in expenses.",neutral,0.4575,0.0334,0.5091
5,Betsy Lynn Graseck,,"Okay. And then just separately, as I'm thinking through the growth profile here, you've got some nice exposure to international. At the same time, we've got the strong dollar weighing on the results to a certain extent. Maybe you could help us think through the impact of the dollar? And if we excluded that, how results would have looked this quarter?",neutral,0.1732,0.0218,0.8051
37,Jason Jerrome Tyler,,"Sure. Well, at a super-high level, the company has a very natural hedge in the -- from a currency perspective. And so this quarter, it was very roughly, call it, 200, 300 basis points impact on both the revenue side and the expense side. 
And so the dollar does play in, but it plays on both the revenue and the expense side. The other impact that's not as symmetrical is how the dollar plays -- it's how currency plays in more from an asset-level perspective. That played into asset-level movements over the -- in both assets under custody as well as assets under management. 
And something people will typically think about it, even played in on the deposit decline. And you think about the movement we've had, and we can talk about that in more detail, but even the deposits had a downward move in value of about $1.5 billion in aggregate across all currencies.",neutral,0.0894,0.1263,0.7843
0,Operator,,Our next question will come from the line of Alexander Blostein from Goldman Sachs.,neutral,0.0344,0.0222,0.9433
4,Alexander Blostein,,"So a couple of questions. I guess, one, obviously, deposit outflows sounds like picked up in September relative to sort of the last update that we heard from you guys at the Barclays conference, I think you said around $120 million, came in a little bit lower. But the mix, in particular, I think, was a little bit more pronounced too, with noninterest-bearing declining substantially. 
So maybe just an update on sort of how the quarter has progressed, but also more importantly, where do deposits stand today and the mix noninterest-bearing and interest-bearing as well as any of your sort of updated thoughts on where the deposit levels could ultimately trough out. It looks like the noninterest-bearing piece is getting pretty close to the kind of pre-COVID levels, but curious to get your thoughts there.",negative,0.0565,0.6427,0.3008
37,Jason Jerrome Tyler,,"Sure. So first of all, on the deposit levels and where they were relative to our expectation, they actually came in really close, particularly given what I -- what we mentioned earlier and that the currency effect of the non-USD. And so where they landed in the quarter, where they averaged actually was pretty close. And I mentioned that because as we get to the next quarter, I think we -- it's very difficult to predict in general. 
And so -- but let me hit mix first. So you're right, noninterest-bearing dropped significantly during the quarter. And that's something we expect to happen. A lot of our financial services clients that use our balance sheet are often in noninterest-bearing accounts, but the rate -- as rates rise off of 0, they have the opportunity to move into interest-bearing accounts and they did that. 
A lot of the -- a very high percentage of the accounts that are eligible to do that, have done so at this point, which gets exactly to your point, Alex, that we're kind of in some ways at those pre-COVID levels. That's not to say we won't see additional movement there. But we think, certainly, a lot of it has already taken place. 
And then the third part of your question is where do we see things today. Just looking at the first 2 weeks of the quarter, deposits behaved about what we would anticipate. They tend to come down a little bit at this point into the quarter. And so we're in that kind of $110 million to $115 million. What we expect to happen between now and the end of the quarter is an interesting dynamic. There's 2 forces working against each other. One is with quantitative tightening and the yield curve being higher and clients across the board continuing to look at how they can allocate nonoperational but more investment cash, that continues to put a downward pressure but in the short run, there's an offset to that. 
There's an upward pressure in the seasonality that we've seen in fourth quarter, which tends to have more of an upward pressure. And so it's difficult to see which one of those is going to have stronger influences. But best guess is, you might call it flat from here. And so that $110 million, $115 million level, but appreciating that there's big forces moving against each other.",neutral,0.1169,0.3121,0.571
4,Alexander Blostein,,"Got it. I appreciate the color. And I guess speaking of institutions looking to earn a little bit extra yield on their cash, when I look at Northern securities portfolio, you guys are yielding, I think, about 1.8% and the market rates there are probably closer to 4%, maybe a little higher. 
Now geographically, could be different with the mix. But obviously, an attractive opportunity to reprice there. I guess with AOCI losses already running through your capital, any appetite to sell down, I guess, some of the lower-yielding securities without necessarily changing the profile of fixed versus floating and kind of keeping the overall duration of the portfolio in a similar place. But I guess, crystallizing some of the losses, but picking up incremental NIR in the current environment?",neutral,0.1417,0.038,0.8203
37,Jason Jerrome Tyler,,"Yes. So we talk about it a lot. And I think an important dynamic for everyone to know, and I know you appreciate this 100%. The economics of taking the loss, reinvesting that lower amount at the higher yield, the efficiency of markets are just telling you that over time, the impact of that should be relatively equal. 
Now the second component, though, is that there may be other reasons to do that. You might be looking to -- you might have a view that the yield curve is going to change significantly. You might want to handle other ratios by doing that. And so it's not to say that we wouldn't do it, but it's just to say that the quick trade of the -- take the -- to realize the loss, invest at a higher rate. It's not as easy and it's not as beneficial. 
We care about just the long-term value of what the securities portfolio is yielding, not just the NII or NIM in the short run.",neutral,0.1056,0.0334,0.861
