Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,"Thank you, sir. [Operator Instructions] Your first question comes from Glenn Schorr of Evercore.",neutral,0.0525,0.0207,0.9268
11,Glenn Paul Schorr,,"Thanks very much. In your prepared remarks, you talked about management fees driven by market others step up, also a client-specific pricing adjustment. I just wondered if you could just give us a little more color on that. So we don't know if it's a one-off or could be other adjustments going forward.",neutral,0.0612,0.074,0.8648
45,Eric Walter Aboaf,,"Sorry, Glenn, sorry you're breaking up on the audio. Could you -- I got bits of that, but could you repeat that, please, for the...",neutral,0.0612,0.1223,0.8165
11,Glenn Paul Schorr,,"Totally. In your prepared remark, [indiscernible] 2Q [ tenant ] fees driven by markets, which is obviously going to happen. But you also said specific question adjustment. I wonder if you could give a little more detail, say, the size what kind of adjustment that was just in case you were thinking about that going forward?",neutral,0.0403,0.0513,0.9084
45,Eric Walter Aboaf,,"Sure, Glenn. Let me try to cover that. And I think you're focused on servicing fees and management fees. So let me do them both so that we have a little bit of context for you. On Page 6 of the materials on servicing fees, you asked about the impact of client activity and adjustments. 
And on a year-on-year basis, largely due to the kind of lower levels of activities and sometimes that comes through with lower markets. That was worth about 1 percentage point of headwinds on a year-on-year basis and about 2 points on a quarter-on-quarter basis for that. On management fees, there was a series of impacts quarter-on-quarter. Most of that was driven by market. There was 1 climb that we called out but that would have been worth at most 1 to 2 percentage points of fees for that quarter.",neutral,0.0477,0.1158,0.8365
11,Glenn Paul Schorr,,"Okay. And then I have just -- I know this would be included in your guidance but I'm looking for a little color. When markets -- I remember when they used to go up all the time, you keep temporary enthusiasm on fee rates -- on fees in general, servicing fees because some contracts have ceilings in them. My question is if and when we continue any downtrend in these markets, do those same contracts have floors? Should we expect more stable servicing fees if and when the markets continue to drag lower?",neutral,0.0975,0.2537,0.6489
48,Ronald Philip O’Hanley,,"Glenn, I'll take that. You're accurate. We have a small number. They tend to be very large clients where you just do hit the top of the fee schedule or even in some cases, the fees continued to tail down. I don't think we're close to that yet in terms of that being meaningful. So I wouldn't expect to see that being a factor in the near term unless we see much more significant kind of market downturn.",negative,0.0219,0.8409,0.1372
0,Operator,,Your next question comes from Ken Usdin of Jefferies.,neutral,0.0343,0.0358,0.9299
12,Kenneth Michael Usdin,,"Ron, just following up on your opening remarks and what we saw on the forward-looking statements. Just as you go forward and try to negotiate, I guess, just -- how do you think through your optionality, meaning that, of course, a price concession is probably your best outcome. If you can't get one, is that a go-not-go decision right there? And then if for some reason, you do walk away one side or the other, what becomes your next immediate steps in terms of either capital strategy or a go-forward strategy? Thanks.",neutral,0.0745,0.0191,0.9064
48,Ronald Philip O’Hanley,,"Yes, Ken, we're very much in the midst of this. So I don't want to get out ahead of it. Firstly, we remain committed to the combination on a strategic basis. But given that we foresee this being restructured in a way that it changes some of the operating model, some of the circumstances change. We do believe -- well, we know we believe some kind of a price adjustment would be warranted. I don't want to get ahead of where we are in discussions with BBH. There remain very amicable and both sides are committed to making this happen. We're committed to -- we like the business. We like the people. So obviously, if we don't get there, then there's a lot of options, and we come back to you at that time.",neutral,0.1852,0.0208,0.794
12,Kenneth Michael Usdin,,"Okay. That's fair. And then secondly, Eric, on your NII update, the new guy. Just wondering how much of that update is a new curve? And if you can help us understand where you are on that? And what are you getting on new securities yields now versus what's rolling off the back book?",neutral,0.0544,0.0317,0.9139
45,Eric Walter Aboaf,,"Yes, Ken, the uptick in the NII guide, I think probably both for the third quarter and then the full year, which we've updated is primarily driven by the higher yield curve and expectations in the U.S. plus some expectation that the ECB is going to start to seriously raise rates in the third quarter. And we've said that once the ECB crosses 25 basis point positive rate threshold that begins to be accretive. So I think those are the major drivers. 
On investment portfolio yields, I think you see that in our average balance sheet. They are up on average, almost 15 basis points quarter-on-quarter. And you will expect that, that kind of increase will continue to flow through the books. 
To the question of exactly what a new security comes in at versus an old security rolls out at, I think the best way to estimate that because it will vary by different parts of the book, whether it's the treasuries, whether it's the MBS, whether it's the foreign securities is we're basically replenishing securities that have an average duration of 2.8 years. So you can kind of see what an older security with that vintage would look like and compare it to what's in the market today. And you'll see a nice pickup, and that's what's flowing through and giving us the kind of quarter-on-quarter increase on average that you saw this quarter. And we'll expect to see another increase on average in that order of magnitude in the third quarter.",positive,0.6445,0.0438,0.3117
0,Operator,,Your next question comes from Betsy Graseck of Morgan Stanley.,neutral,0.0292,0.0463,0.9245
5,Betsy Lynn Graseck,,"A couple of questions. First, just on the discussion around the forward look. I wanted to make sure I understood what types of things are being looked to change? Is this a function of you need to keep more data servicing, processing within certain countries to satisfy regulatory requirements? Or is there something else that's more not operational but more around what parts of the business you can do? I'm wondering if it's an expense issue or if it's a revenue opportunity issue.",neutral,0.0351,0.0529,0.9121
45,Eric Walter Aboaf,,"Betsy, it's Eric. Those are all the kinds of areas we're working through. And I think the heart of this when you do a banking deal, a global banking deal, this sort is the legal entity structure. And you obviously know we run a holding company, a bank, a series of banks and there's a series of entities that we have around the world. And obviously, creating a workable and a good path of combination can be done in different ways. 
And part of what we've been working through is modifications on what might have been our original plan to make the transaction workable and attractive. That then has some ramifications to your point on the operating model that will have some amount of effect on perhaps the pace of expense or revenue synergies, and that's what we're working through. 
What we have said, and we'd want to reiterate is that we are committed to finding a way to preserve the economic accretion that in the range that we had previously disclosed back in September. And so we're highly focused on that. And as a result, there are some changes that we're seeking on the transaction that including price that Ron mentioned.",neutral,0.1114,0.0168,0.8718
5,Betsy Lynn Graseck,,"Okay. And then you get this in front of regulators but if they don't agree by September 6, you've indicated you want to close by the end of the year. How should investors think about what you're expected thought process is going to be between that time period September 6 to 31?",neutral,0.0268,0.0961,0.8771
48,Ronald Philip O’Hanley,,"Yes. Betsy, it's Ron. I mean the September 6 date, it's basically the 1-year anniversary for the deal. And like a lot of transactions, they have an outside limit. So the way you should interpret that is what we've said is both parties remain committed. We've got to work through things. I mean the regulatory world and the political world has changed significantly since we announced this deal and what we're looking towards as a way to breakthrough and close it in a reasonable time period, and this time period doesn't seem reasonable to anybody, but it's actually better than some of the alternatives that we've been faced with. 
So if you think about the September 6, it's an existing date. And assuming everything is going along fine and parties are agreeing, then we just agree to an extension of that to the close date.",neutral,0.1237,0.0531,0.8232
5,Betsy Lynn Graseck,,Got it.,neutral,0.0781,0.028,0.8939
48,Ronald Philip O’Hanley,,We're just disclosing and reminding everybody what the terms of the transaction are.,neutral,0.0309,0.1497,0.8194
5,Betsy Lynn Graseck,,"Okay. No, that's helpful. And then just last for me, is I think you mentioned that given the restructuring of the balance sheet that you've made and the success with that, that you're now comfortable with running potentially below management targets for CET1 SLR. Could you remind us what the targets are and how much below you're willing to dip?",neutral,0.2175,0.0559,0.7266
45,Eric Walter Aboaf,,"Sure, Betsy, it's Eric. I think the best place to see our capital ratios and targets is on Page 12 of the presentation deck. You see our -- what I'll call our standard CET1 targets are 10% to 11%, our standard leverage -- Tier 1 leverage targets of 5.25% to 5.75%. And what we've done, as you mentioned, is we've dramatically reduced the volatility risk from OCI which means that we're quite comfortable running below that. Directionally, that means on CET1, for example, could be up to 50 basis points below that. While we run at much lower risk and volatility levels in OCI and on a leverage basis, it tends to be up half of the -- of that amount.",positive,0.6057,0.0529,0.3414
0,Operator,,Your next question comes from Brennan Hawken of UBS. Please go ahead.,neutral,0.0356,0.0354,0.929
6,Brennan Hawken,,"Actually, good afternoon. It's been a long day. So Eric, you referenced that you were considering some adjustments to the pricing model which make a lot of sense. Obviously, we're dealing with a very inflationary environment. Have you begun those discussions? And what has been the reaction from clients so far? Are you hearing from some of your clients that some of the competitors are also making similar moves just to be assured that you're not going to be out on your own pushing in that regard because it's normally when we think of pricing, of course, in the custody world, we typically -- it's typically a tougher place to get price increases. So kind of curious about that.",neutral,0.0888,0.0975,0.8137
48,Ronald Philip O’Hanley,,"Brennan, it's Ron. Why don't I start on this and Eric will fill in. We're early in this process, but yes, we have been out with clients and walk through our planned price increases with a few clients at this point. And there's a whole plan as Eric alluded. It's around the areas where we've got the most inflationary pressure, which might be specialty areas, areas where there's limited capacity in the marketplace, areas that are just growing very rapidly. 
And interestingly, the earliest ones have been -- in some ways, I think clients were not surprised that it was coming at them. So I'm not saying that's the way it's going to be. None of us enjoy paying more for something today than what we paid yesterday. But we're going at this in a very fact-based way. These tend to be sophisticated institutional buyers, and they know what's going on. So I can't speak for what others are doing. I just don't have a feel for that. But we're running our business in the way we believe we need to. And we think this is an important component of it.",neutral,0.0673,0.0368,0.8959
6,Brennan Hawken,,"Okay. Thank you for that. And then when we think about the -- you laid out, Eric, the expectation around ECB and whatnot. But as we see potential policy rates in different parts of the world diverging. Could you give us a reminder about the currency mix of your deposit -- of your deposits as it stands now? And whether or not you expect in the next -- in the foreseeable future, that shift at all as yield differentials widen between different currencies? Thank you.",neutral,0.1355,0.0186,0.8459
