Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Your first question comes from Alex Blostein from Goldman Sachs.,neutral,0.0454,0.0232,0.9314
4,Alexander Blostein,,"So maybe starting with the question around servicing fees, obviously nice to see commentary around moderating pricing pressure again here. Maybe give us an update where that stands, I think, 4% down is kind of how we're thinking about 2019. As you look into 2020, how do you expect these pricing pressures to evolve?",neutral,0.0423,0.0438,0.9138
45,Eric Walter Aboaf,,"Alex, it's Eric. It's a little early to take a full year look at 2020, but I think we've started to see a couple of quarters here of some moderation in 2019. So in second quarter, we've again seen some of those early signs. They continued this quarter as well. And as we have reviewed the book of some of the larger than historical pricing concessions, you recall we were tracking the top 100 clients. We're now through 75%, 80% of that book. And then that gives us an ability to begin to look forward into fourth quarter and even into the first quarter of next year. And as we look forward into those time periods, we continue to expect the moderation to continue. That's the kind of the indicator. 
So I think if we step back and ask the broader question for what's driving some of those changes, I think there are really 2 things. I think on one hand, we're beginning to see the effects of our coverage teams and how we have upgraded our coverage force to better client -- better cover clients and bring together the full set of discussions in one place. And then with our executive review pricing committee, we've actually brought up the pricing decisioning to literally just a handful of senior executives. And that's given us the ability to influence the amount and the direction of that -- those pricing adjustments. And at the same time, actually, we're collaborating with our clients around where there is incremental business to be brought on. And I think what we're starting to see is the effect of that senior control and engagement have its effect on the revenues in these quarters.",neutral,0.1963,0.0205,0.7832
4,Alexander Blostein,,"Got it. And then my second question is around servicing fees, again, but maybe a little bit more specifically related to the quarter. So obviously $1 trillion in wins is a big number, $1.2 trillion pipeline is a big number. Definitely appreciate the effort to sort of communicate the drivers of servicing fees in a more transparent fashion. But in the past, we've seen big AUM, AUC numbers, but the translation sort of into fees have been sort of underwhelming. So can we talk through maybe the impact of these wins on the revenues, and ultimately, the timing of when that's going to hit?",neutral,0.0642,0.0336,0.9022
45,Eric Walter Aboaf,,"Alex, it's Eric, again. I think as you would expect in our business, our business is lumpy, and it also comes with a range of different wins and new business engagements. I think, it's hard to predict for any one quarter, what the effect of the -- on future revenues. And I think we've been quite clear in the path and sometimes we have large wins that start with one particular product, sometimes we have larger or smaller wins that come on with multiple products and sometimes, we see the follow-on activity. So it's hard to directly translate. 
And I think the other texture that I shared with you is that our business is multifaceted across products and regions. And we've talked before pricing differs by region, emerging markets versus the U.S.; pricing differs by product, some of the cross-border funds versus some of the more typical 40 Act mutual funds. So hard to be emphatic about the exact correlation of revenues. But what I would say and one of the reasons we do track the AUC/A wins is we think it gives you an indication of client engagement, we're having the amount of client activity and business. And over time, it has -- that will flow into revenues, exactly when and how much that's something that you'll see in the coming quarters.",neutral,0.0664,0.0505,0.8832
48,Ronald Philip O’Hanley,,"Alex, it's Ron. What I would add to that is that we are very encouraged though by that number. There is a large existing client win in there, which reflects the trend that we've talked about for a long time, which is around outsourcing. But also in that number is a broad-base of very high-quality clients that we think are just adding measurably to our book.",positive,0.4419,0.1291,0.429
0,Operator,,Your next question comes from Glenn Schorr from Evercore.,neutral,0.0371,0.0542,0.9087
11,Glenn Paul Schorr,,"Just a couple of combined deposit rate-related questions. First, just definitionally, the down 3% to 5% next quarter, the base that we start from is we take out the 20% this quarter and then take it down 3% to 5% just making sure?",neutral,0.034,0.3374,0.6286
45,Eric Walter Aboaf,,"Glenn, it's Eric. That's correct. That's the way to think about it.",neutral,0.043,0.0777,0.8794
11,Glenn Paul Schorr,,"Okay. Cool. On the -- if you look at your average noninterest-bearing deposits, they're down 17%, a lot of peers have seen similar numbers, but they're only down 1% quarter-on-quarter. And I'm curious, if you think we're at a more -- we're entering a bottoming stage, this is a more natural percentage of the overall book. Where does that accelerate as we have more rate cuts? Just curious how are you thinking about that.",negative,0.025,0.8297,0.1453
