Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question comes from the line of Ken Usdin with Jefferies.,neutral,0.0395,0.0242,0.9363
12,Kenneth Michael Usdin,,"I just have to ask on that rates part of the outlook, Mike. So you said 1/3 of the book reprices every quarter. And I'm just wondering if you can elaborate further on just the pace of change, what that means for investment yields, just presuming this curve environment. I'm assuming that then means then, if even we'll stay here, we'll have continued pressure past the third quarter. Can you elaborate on that? And also just where -- how your -- that magnitude of change and duration, where the duration stands today.",neutral,0.0573,0.0398,0.9029
2,Michael P. Santomassimo,,"Ken, thanks for the question. So as you would expect, I'll make sure I cover all pieces of it there and take it apart. But on the duration, as you would expect, given the down-tick in rates, the duration's come down just naturally as pre-pays have gone up in the mortgage back book. We've -- as we continue to take action on the maturities that come through the portfolio, we add a little bit of duration back. But overall, it's ticked down slightly sort of in the -- sequentially in the quarter. As you sort of think about the impact of lower rates, there is a lag as that sort of kind of bakes into the book if 1/3 of it's repricing every quarter. So I think that you should be able to model that pretty easily, I think.",neutral,0.0876,0.2274,0.685
12,Kenneth Michael Usdin,,"Okay. And my quick follow-up is then, just you mentioned I guess trading rate risk for credit risk. Can you just talk about the philosophy at this point in the economic cycle of making that move, and your confidence from a risk management perspective?",neutral,0.0647,0.0187,0.9165
2,Michael P. Santomassimo,,"Yes. I think in the -- you're talking about some of the changes we've made in the securities portfolio with the munis and CLOs and et cetera, that I mentioned. Is that where you're -- what this is about?",neutral,0.0424,0.0393,0.9183
12,Kenneth Michael Usdin,,"Yes, that's it, that's it. Yes.",neutral,0.1517,0.0244,0.824
2,Michael P. Santomassimo,,"Yes, yes, look. I mean, I think when you look at what we did, it's -- one, it's not a major sort of driver in the book. But the munis we sold were yielding below IOER. And so all we did was sort of redeploy those in some very high quality asset-backeds and CLOs. And so I wouldn't take this as a bet or a direct -- a big change in direction of the book.",neutral,0.0577,0.0801,0.8622
1,Charles W. Scharf,,Now I would -- this is Charlie. The only thing I would add is I would just take it as we're going through everything that impacts NII to figure out what we can and should do on the margin that can be additive without changing the risk profile in any real material way.,neutral,0.0571,0.0182,0.9247
0,Operator,,Our next question comes from the line of Betsy Graseck from Morgan Stanley.,neutral,0.029,0.0298,0.9412
5,Betsy Lynn Graseck,,"A couple of questions. So on the expense side this quarter, really good results. Wanted to understand. I know you gave some basic explanation on where that came from, but maybe you could drill down a little bit on how much more expense cuts you could continue to do that are not touching the investment spend. Because we get the message on NIIs coming down, but I think part of the story this quarter was you were able to offset that with the expense cuts.",positive,0.56,0.0503,0.3897
