Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] You first question comes from the line of Alex Blostein with Goldman Sachs.,neutral,0.0358,0.0284,0.9358
4,Alexander Blostein,,"Ron, first question for you. I guess, I was hoping to a little bit of a bigger picture. But I was hoping you could compare the fully integrated kind of front-to-back offering of CRD with State Street with your guys' middle and back-office solutions against some of the other platforms. Obviously, you guys mentioned Aladdin and Bloomberg. Help us think through the positives and negatives clients need to consider between kind of vertically integrated model of State Street with CRD versus something that's a little bit more open architecture with Aladdin and Bloomberg?",neutral,0.1235,0.0155,0.861
48,Ronald Philip O’Hanley,,"Thanks, Alex. It's a big question there. Firstly, let me start with your premise, in that I don't think it's in either or. As we've talked about from the beginning, we strongly believe in the need for a front-to-back solution. It's what our clients are demanding as they're trying to deal with the complexity that's built up in their operations and their own cost. They are looking for simplification, which really does drive some kind of a pre-trade to reporting type of solution, recognizing that we're the largest asset servicer for asset managers, and the fact that different clients will want different things and their starting points are different, we've been committed to both a front-to-back platform, that, as you said, if desired by clients could be exclusively State Street products, but at the same time, an interoperable and open architecture functioning of that platform driven by data. So we remain committed to interoperability, but ultimately believe that over time what clients will need is something that truly is front-to-back. That it starts, for example, with a single security master file that you're not having to do all sorts of reconciliations along the way. And certainly, there are offerings in place that start to get at that, but we do believe that over time that kind of a front-to-back is what will solve clients' issues. 
Secondly, we're also thinking about this from our own perspective and our own strategic perspective in terms of as we think about where growth will come from and where revenue growth will come from. There's the existing pool of back and middle-office revenues and there's, at least, as large a pool, if not larger, of front-office revenues that become available to us to the extent to which we connect -- we implement this front-to-back solution. And by that, I'm not just talking about order management or risk analytics or those kinds of things, but by having this kind of a seamless platform, it makes it much easier, for example, to trade FX, right? To decide what you're going to do in terms of securities lending. So it has benefits for lots of the high margins ancillary revenue offerings that we have. So we step back from it. We're committed to both, and the reason why we're committed to both is that the real competition here is not Charles River versus Aladdin, or Bloomberg versus Charles River, it's really what most institutions have in place is this plethora of Excel spreadsheets, propriety kinds of things, a multiplicity of risk analytic tools and it's simplifying that in moving to something that's a more integrated platform.",neutral,0.1002,0.0155,0.8844
45,Eric Walter Aboaf,,"And Alex, it's Eric. I'd just add that from a revenue standpoint, when we offer a front-to-back offering, right? We enter and participate in a whole new revenue pool, right? An $8 billion revenue pool in the front office that we can now secure, grow, expand and deliver on. When we offer for other clients who want an interoperable or open architecture system, a custodian will plug into those front-office systems just like I said in my prepared remarks, whether it's with Aladdin or some of the other front-office providers, in that case, the custodian doesn't earn materially more in revenues, right? Those revenues are already sitting there in the office system for the front-office provider. So from our perspective, the real revenue growth opportunity is to participate on that vertically integrated, front-to-back offering, but on the other hand, we have clients who want and need that open and interoperable solution, and we're delighted to provide that as part of how we work with them, plug in with them, interface with them as part of what we do as a custodian.",neutral,0.1837,0.0107,0.8056
4,Alexander Blostein,,"Great. And then the second question, Eric, for you, just one follow-up around some of the NIR comments you mentioned. So beyond Q2 guidance, I was hoping you can kind of give us some puts and takes as we think about 2019. I know you mentioned growth in deposits in the latter half of the year, potentially yielding some positive results, but, obviously, the interest rate environment has gotten a little worse. So just maybe help us think through the rest of the year on NIR?",positive,0.5647,0.0466,0.3887
45,Eric Walter Aboaf,,"Yes, I think, clearly, since January, the tone and the market indicators for interest rates has changed, right? Back in January, we even thought there was a possibility of an interest rate hike. I think, now we're at the front end of the curve, now we're talking about the opposite. 10-year rates were in the 2.75-plus range and now are down 25, 30 basis points at least. So I think there's a different environment that we find ourselves in. And so as we look out at the year, we think we're going to see a downtick in 2Q. We said -- I said, 1% to 2%. I think on a full year basis, we're looking to probably flattish on NII for the full year, right? And the way that'll come is that we're going to continue our active efforts to grow our balance sheet. You saw our investment portfolio tick up this quarter. We've got -- our lending business is going to continue to grow. We're going to fund that with some of the initiatives that we're driving on deposits and those together need to offset some of the underlying rotation that we and the industry continues to see in deposits from noninterest-bearing to interest-bearing. But I think we're optimistic we can kind of work through this period of interest rates, but it's clearly a bit different than what we expected at the turn of the year.",negative,0.061,0.8325,0.1064
0,Operator,,Your next question comes from the line of Brennan Hawken with UBS.,neutral,0.0293,0.0493,0.9213
6,Brennan Hawken,,"First one is on AUC. So it was up, I think, as you highlighted 3% quarter-over-quarter. But when we look at historical trends versus what we saw in the markets this quarter, it suggested to me that the sequential change should have been higher and maybe even double that. So can you talk about whether or not there were some lost business in the custody side? And what exactly was happening there? It just seems like there was a pretty big dislocation, especially versus AUM?",positive,0.4441,0.2298,0.3261
45,Eric Walter Aboaf,,"Brennan, it's Eric. This quarter we had the couple features working through on the -- on a quarter-on-quarter basis. As you describe, the spot equity markets were up. Now remember, we've got a mix of equities, fixed income and alternative assets, so not quite as much as, say, the S&P. We did have also the lingering -- probably almost a final piece was on that previously announced transition that we announced last year. And then we had one other middle-office deal, which I'd kind of put in the legacy bucket that was done a long time ago. It was margin-neutral, which doesn't really pay from our standpoint, that a client chose to insource and do themselves. And so that had an effect on the quarter end.",neutral,0.1514,0.0646,0.784
6,Brennan Hawken,,"Okay. And then when we think about expenses here, it seems as though the outlook for NII, difficult, servicing revenue challenging. You guys have laid out the plan to cut expenses and when we look at on a gross basis, it seems pretty solid, but then we're chipping away 3 quarters of it with reinvestment. So I guess, my pushback here is to say why not -- what are the thresholds to justify that investment spend? Why not ratchet the bar higher from an IRR perspective for that investment? Why not for self-funding? Why not pick up the pressure here to try to drive expense growth lower, to try to bring down expenses more, given how difficult the environment is, because it certainly seems as though, based on that -- on the AUC side and the servicing revenue piece, there's just something that's underwhelming here on the revenue side and there -- it seems as though the best place to make up for it is expenses.",neutral,0.2202,0.2171,0.5627
48,Ronald Philip O’Hanley,,"Yes. Brennan, why don't I start and then Eric, I'm sure, will add to it. Firstly, we need to be focused on both in our, but we do know that what we can control more easily is our expenses. So the program that we announced at the beginning of January is actually an addition to a number of initiatives that we already have underway in terms of continuing to automate our business and continue to make sure the work is being done at the right place by the right people at the right time. And that in itself will continue to yield us some expense savings in addition to the program that we announced in early January. 
In terms of the reinvestments, there is a very high bar on this, an extremely high bar. We're actually -- I mean, if you -- as you'd expect, there's more demands than what we're willing to fund, and what we're willing to fund needs to have a very high bar either in terms of it adds meaningfully to our client value proposition such that we can visibly see the potential for new revenues; lowers our costs; lowers our risk. Much of that reinvestment is in the resilience area, which is a heavy focus now, not just for ourselves, but for the regulators. So we hear you on this. We're continuing to keep that bar very high, but are also very confident that most, if not all of those investments themselves will yield economic improvement for us.",positive,0.7587,0.0115,0.2298
