Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Your first question comes from the line of Betsy Graseck with Morgan Stanley.,neutral,0.034,0.0266,0.9393
5,Betsy Lynn Graseck,,"I just started -- I wanted to start off by talking a little bit about the fee guide that you just went through. Could you just give us a sense as to the major drivers? I mean I realized that throughout the call, you were talking about the pipelines up. You've got reinvigorated sales effort going on. Is that what's driving this so quickly? Or is there something else that's happening that leads you to the fee guide raise?",neutral,0.0817,0.0472,0.8711
48,Ronald Philip O’Hanley,,"Yes. Betsy, why don't I start and Eric will come in? I mean it's -- I wouldn't describe it as so quickly. I mean what you're seeing here is the product of a lot of months and years of work that's now coming together and starting to bear fruit. So -- and not that we were done. We have more work to do. But I think really it is about some of the things that we've told you in the past that we've been up to, that are coming together and starting to have the desired impact here.",neutral,0.135,0.0217,0.8433
5,Betsy Lynn Graseck,,"Okay. And then maybe you could just refresh how you're thinking about the asset management business and where you would like to lean into growth, what pockets you're looking to invest in. And if that's by geography, too, that would be helpful.",neutral,0.0963,0.0142,0.8895
48,Ronald Philip O’Hanley,,"Yes. I mean they -- we think of the business as having 3 core elements to it: the ETF business, the institutional business and the cash business. And both are well-established franchises. The areas that we'd like to lean into are the institutional business first, and I'll come back to the ETF business. But the institutional business has very strong client relationships around the world, but a limited product set. So what we've spent a lot of time thinking about is how do we take those relationships in that distribution channel and leverage it in some way through enhancing our product capabilities. 
On the ETF side, we have been on a long path to developing the product set there as well as deepening our presence in geographies outside the U.S. You've seen a lot of payoff from that, particularly in EMEA. We'll continue to grow that. Areas of growth include ESG, which for us continues to do very nicely as well as just continuing to emphasize the advantages of our core product set. It was -- it's an institutionally designed product set. It has a lot of liquidity to it. And liquidity is important to many investors. So it's emphasizing what we have there. 
And then the cash business is -- obviously, it's a function of interest rates. But we have a very sophisticated cash business that works in different interest rate environments, and we'll continue to present that to both existing asset management and asset servicing clients as well as clients that don't have either of those relationships with us.",neutral,0.2312,0.0109,0.7579
0,Operator,,Your next question comes from the line of Brennan Hawken with UBS.,neutral,0.0293,0.0493,0.9213
6,Brennan Hawken,,"So another follow-up on the updated outlook. I noticed, Eric, that you said we are going to be above the upper end of the range for the full year, which doesn't seem that challenging, given how strong things were here in the second quarter and given how good 3Q looks at this point. Is it possible to narrow that full year fee revenue outlook to something more specific than just a greater than sign? How are you thinking about it? And how should we think about it? And then also, what are your assumptions for balance sheet size embedded in the updated NII outlook?",neutral,0.1229,0.0377,0.8394
45,Eric Walter Aboaf,,"Sure, Brennan. It's Eric. Let me describe it this way. I think we're seeing very good performance across a number of our businesses in addition to some of the tailwinds that you get from equity markets. And I think it's a combination of both, equity markets were up globally quarter-on-quarter 5%. So that gives us another step up for servicing and management fee businesses. But in addition, I think what we are seeing is strength in net new business revenues. Last quarter, I said we were relatively neutral on net new business and servicing fees. This quarter, we're nicely positive on that front, on the servicing fee side. 
In management fees, we've been booking a couple of quarters here in a row of very nice inflows. They've come with annualized net new revenues that are solidly positive and create a tailwind as well. And then you saw we've had good performance across our sec lending franchise. CRD had another good quarter. And so we're comfortable with a higher guide. 
I think I gave you primarily third quarter information, and then maybe just to try to answer the question directly, the full year fee guide, if you recall, was taken up last quarter to 2.5% to 4% year-over-year. Remember, that includes lapping ourselves from the COVID bump from FX a year ago. So our guide had been 2.5% to 4% for total fee growth. And I think now you can count on around 5% growth. So we're going to go from that range to about another point up over the top end of that range for the time being, given what we know today.",positive,0.7293,0.0351,0.2356
6,Brennan Hawken,,Okay. Great. That's fair. And the balance sheet size piece of the NII?,neutral,0.047,0.0218,0.9312
45,Eric Walter Aboaf,,"Yes. The balance sheet is always -- has puts and takes and ins and outs in this environment of quantitative easing. And what you've seen us do is we've try to put some of the additional deposits to work. You've seen us take advantage of the increase in IOER and the Fed floor on repo rates, so that's been constructive. 
We do need to manage also the size of the balance sheet, because as we compress the balance sheet, that frees up leverage ratio capacity and then that feeds back into our ability to return capital, and so we are pretty serious about compressing some of those deposits. We had more of an uptick in May and June. April has kind of been roughly in line with the first quarter. And so we're starting to chip away at that, and we see a path to do that. 
I don't think that will have much of an effect on NII. Remember at these low rates, deposits, when you -- the incremental deposit is worth a little bit, but not a lot. But it will be the right way to manage the balance of NII, which I think will comfortably sit in that new range that we provided, while also freeing up space for capital return, which is an important priority for us.",positive,0.6183,0.0303,0.3513
6,Brennan Hawken,,"Great. Thanks for providing that clarification, Eric. You also, in your prepared remarks, mentioned that fee rates vary. When you think about the nice uptick in your won but not funded mandates here, what did those fee dynamics look like? How should we think -- when we're starting to think about modeling building those out from here, are those -- does the success of Alpha that you've had and Charles River, which we saw in the results today, does that help support the fee rates for the businesses that you're looking? Or is the competition just still so intense that, that's just too optimistic? How should we think about those fees that are oncoming?",neutral,0.084,0.0488,0.8672
45,Eric Walter Aboaf,,"Sure, Brennan. It's Eric again. I think there's a real range here. What you tend to get, it's not whether it's Alpha deals or classic custody in accounting deals. It's really the size of the deals tend to come at different fee rates. And so we saw some larger deals this quarter. And because it's the denominator of assets is larger, it will come a little lighter in terms of fee rate. 
On the other hand, in the first quarter, we had a set of wins that were well above our traditional fee rate. And so you kind of have a number of combinations and what we're always doing is on a profitability basis, on an incremental basis, always making sure that as we add revenues, we do it at healthy margins. We use it as a way to control our costs and be disciplined. 
And so I think fee rates will bounce around for wins in one quarter versus the next, but we're actually quite pleased with the fee rate for the first half of the year is well in line with our overall fee rate for the company. And that bodes well as we leg into and implement some of these new wins.",neutral,0.2535,0.0255,0.721
0,Operator,,Your next question comes from the line of Ken Usdin with Jefferies.,neutral,0.0305,0.0382,0.9314
12,Kenneth Michael Usdin,,"Eric and Ron, I just wanted to ask a little bit more on the capital return. Just in terms of how you land on the $3 billion number vis-à-vis your balance sheet potential uses and also your capital ratio targets, are you aiming for a total return payout? How are you -- under this new SCB, how do you kind of land on that number? And how should we be thinking about whether there would be potentially more room depending on some of those other factors?",neutral,0.076,0.0175,0.9065
45,Eric Walter Aboaf,,"Ken, it's Eric. There are always facts and circumstances on individual capital return at any time and place. But let me give you the kind of the envelope and how we think about it from our standpoint about what's possible and what we'd like to do, knowing that there's always -- that they always have to manage to the -- individually to the quarters. But the SCB does give us some flexibility. So let me do it in the following way. 
One of the things we start with is what is our CET1 ratio, and you saw we put in 11.2%. The first thing you can do is compare that to what's the target range, 10% to 11%. You can say, look, first step is how do we float down that ratio to the midpoint of that range. And that provides $700 million, $800 million of capital return capacity. So that's one piece. 
Secondly, you go through earnings, earnings next quarter, the quarter after, you guys all have projections of earnings. And what we do with those earnings is say, how do we give those earnings back to shareholders in the form of capital return. So one part of that is the dividend. And then the balance of the earnings can often be returned as buybacks. That's an intention we often have. So you can add those buybacks that cover the difference between earnings and dividends for the next 2, 3, 4, 5, 6 quarters that we gave you, kind of a 6-quarter view. 
And then finally, the one thing you have to keep in mind is the balance sheet always grows a bit, not at the same intensity that a lending-oriented bank does, but our balance sheet might grow risk-weighted assets by 5%. So there's kind of a -- there's always a bit of capital retention that's necessary just to fund on a $120 billion of RWA, 5%, you always need to retain maybe $600 million typically in a year of capital to hold against that. 
So if you go through those pieces, it's literally the down -- the floating down. It's the -- what earnings can support net of the dividend goes into buybacks. And then it's the modest amount of retention you need for some good underlying growth, which I think pencils out to that up to $3 billion range.",neutral,0.0503,0.0603,0.8894
12,Kenneth Michael Usdin,,"Got it. Second question, just on your NII guide and the range, you mentioned that premium am would continue to attenuate. I'm just wondering if you can help us understand how much attenuation would you expect? And where was it this quarter versus some of the other factors that are kind of working against it to kind of keep us in the zone?",neutral,0.0798,0.0612,0.859
45,Eric Walter Aboaf,,"Yes. Premium amortization actually is a bit bouncy from one quarter to the next, just given kind of where you are with individual bonds and so forth. But what's happening is you've got the grind on the investment portfolio, which can be in the $15 million to $25 million range. And then premium amortization can work in the opposite direction. In the upcoming quarters, we're thinking it's in the $15 million range, but it will bounce around. 
And so you kind of have this headwind of rates just floating through, premium amortization going the other way. But it can bounce around plus/minus $5 million easily from one quarter to the next, and that's the kind of thing we just want to be careful of. 
What is nice is we're starting to get to a leveling off of the net yields on the portfolios, roll-offs are starting to get better matched with roll-ons. I think that's a good word to use, roll-off and roll-on of bonds. And so you saw that we printed net yield on the investment portfolio of about a 1.11%, 1.12%, we're pretty close to the bottom of that yield. And that's what gives us comfort that we're in this range for the time being, though. As you could see from my prepared remarks, we took the -- that -- the upper end of that range up a bit just because of the improvement in front-end rates.",neutral,0.2107,0.0675,0.7218
0,Operator,,Your next question comes from the line of Glenn Schorr with Evercore ISI.,neutral,0.0333,0.0377,0.929
11,Glenn Paul Schorr,,"So it's good to see the margin back to the 30% range. And if I listen not too carefully, I hear good markets, good organic growth, better commentary about fees, NII and fee waivers and continue to control expenses. So the question is, is the 30%-ish margin here to stay for now? Because it sounds like everything is moving in the right direction right now.",neutral,0.235,0.0259,0.7392
45,Eric Walter Aboaf,,"I think -- Glenn, it's Eric. I think here to stay is a pretty definitive term. I think what you can see is a solid progression over time in our margin. And while one quarter doesn't make a year, it doesn't -- isn't the intention that we have. 
I think you can see progress. I think you can see progress over quarters. You can see progress over years. So I think there was a time when we would have taken the equity market tailwind. And years ago, you would have seen expenses creep up a lot more than they did this quarter. And so I think you're seeing a discipline that's pushing margin in the right direction. And I think we're pleased with our performance. We'd like to do it again and again. But that's the -- I think, the focus and the intensity we bring. 
But good results, I think right direction and we -- as Ron said in some of his remarks, this has taken quarters and years to get to this point, but we need to keep at it to consistently deliver this kind of result.",positive,0.5543,0.0665,0.3792
48,Ronald Philip O’Hanley,,"Yes, Glenn, what I would add too is, as you know, margin is a part of our medium-term targets. We laid out those targets at a time when there was a very different NII picture. So it's taking longer than we would have liked, but it's very much part of what we said we were going to deliver. It's built into management compensation. So I think that you should expect as much intensity around it tomorrow, as you've seen up to now.",neutral,0.087,0.021,0.892
11,Glenn Paul Schorr,,"I appreciate that. Just one quick follow-up. On First Abu Dhabi, I just want to understand, is this eventually replacing outsourcing global subcustody in the region? Is there a broader mandate? I wonder if you could expand on what you expect or hope out of the relationship.",neutral,0.1292,0.0097,0.8611
48,Ronald Philip O’Hanley,,"Yes. So I mean, we've talked in the past about our intensified efforts in the Middle East. I mean we've been there for a while, but we've taken a number of steps to augment our presence there. We've got full licenses or we've got licenses now in Saudi Arabia. Think of First Abu Dhabi as doing two things. One, we become the global custodian for their client base; two, they become our subcustodian in regions where -- in parts of that region where we don't have local custody. So replace other subcustodians in our network.",neutral,0.1659,0.0121,0.822
11,Glenn Paul Schorr,,How quickly can that happen based on custodial fees?,neutral,0.0254,0.086,0.8886
48,Ronald Philip O’Hanley,,"I mean it's starting now. I mean, we'll start -- obviously, there's contracts that need to move and things like that, but it will happen pretty quickly over months and a couple of quarters, not years.",neutral,0.07,0.0301,0.8999
0,Operator,,Your next question comes from the line of Alex Blostein with Goldman Sachs.,neutral,0.0311,0.0424,0.9265
4,Alexander Blostein,,"I was hoping to get a couple of questions on CRD. I guess, one, can we get an update on the uninstalled revenue backlog, $93 million? What's the typical time frame of those installations? And when it comes to new bookings, the $19 million, any color you guys could provide around client types and service types that are embedded with the $19 million would be helpful. 
And then I guess just a numeric question, sorry if I missed it, Eric. Did you guys mention the episodic benefit, how much that contributed to the quarter in CRD specifically?",neutral,0.0531,0.0324,0.9145
