Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Your first question comes from the line of Glenn Schorr with Evercore ISI.,neutral,0.0384,0.0281,0.9335
11,Glenn Paul Schorr,,"I know it's a different client base, but I'm curious if you think the pricing reductions on the e-broker side and the retail side of the broker land can have an impact onto your Pershing RIA clearing business? Just could you help us think through that?",neutral,0.174,0.0422,0.7838
17,Thomas P. Gibbons,,"Sure. Glenn, it's Todd. Our business model is quite a bit different than the e-traders. As you know, we're a B2B, we're not a B2C business, so we don't actually charge commissions. We get paid on a number of different revenue streams, like assets as well as declaring and settlement. So we don't foresee this as having any material impact at this time.",neutral,0.0392,0.0377,0.9231
11,Glenn Paul Schorr,,"Okay. And maybe just a quickie follow-up on the NII. Because I appreciate -- I actually just want to make sure I wrote it down. The NIR, down 4% to 6% versus the lease-adjustment number in the third quarter? And could you just repeat that part? I just want to make sure that we get the right jumping-off point for 4Q and rolling into next year.",negative,0.0169,0.9378,0.0453
2,Michael P. Santomassimo,,"Yes. Glenn, it's Mike. If you look at Page 6 of the deck, the lease-adjusted number for the third quarter was $800 million, so that's your jumping-off point, and so the 4% to 6% off of that base. And if you -- in my commentary, I also mentioned part of the decline is related to the modest benefit we saw from the repo activity in the third quarter, so that's about 1% of it.",negative,0.0423,0.8779,0.0798
11,Glenn Paul Schorr,,And the rest is just the cuts we've seen and the deposit migration?,neutral,0.05,0.1368,0.8132
2,Michael P. Santomassimo,,"Correct, yes. It's net interest-bearing deposits coming down a little bit. It's the yield on the portfolio continuing to grind down a bit. And it's based on where we see deposit balances right now, which are a little bit lower than what we saw in the third quarter. But as you know, it's very early in the quarter to project with a high degree of certainty at this point.",negative,0.023,0.9126,0.0643
11,Glenn Paul Schorr,,"Okay. And I just want to make sure that you saw some extra deposit slide in from the repo mess in the quarter, but unclear if they stick around. I'm putting words in your mouth, but I just want to see what your thoughts are.",neutral,0.0543,0.0516,0.8941
2,Michael P. Santomassimo,,"Yes. No, I think the deposits we saw -- the incremental deposits we saw in the third quarter were not necessarily related to the repo volatility, that was just underlying client behavior. We made some money by deploying some of our excess liquidity into the repo market during those few days. That, coupled with our cleared repo program that we've got for clients is where we made the extra money during those few days of the volatility.",neutral,0.1084,0.1195,0.772
17,Thomas P. Gibbons,,"That wasn't -- Glenn, that wasn't a huge amount of money. I mean we had -- we have a lot of liquidity. If there's a little bit of a distortion in the market, we'll take advantage of it, and we did. And had a little bit of help, but it didn't impact balances.",neutral,0.3009,0.086,0.6131
0,Operator,,Your next question comes from the line of Brennan Hawken with UBS.,neutral,0.0293,0.0493,0.9213
6,Brennan Hawken,,"Todd, first, just a quick one on that -- at sort of a high level. Just wanted -- interested in your thoughts on level setting and very helpful to hear your comments in the beginning of the call. But clearly, we had a bit of a movement on the top here with BK, with Charlie moving on and you stepping in. And so, clearly, you were part of the management team, you've been at Bank of New York for a very, very long time, developed this -- the plan so that seems straightforward. But can you help us maybe think about tactical time frames? How is the Board thinking about their search at this point? Most investors assume that you're going to be part of the consideration for that search, is that fair? And can you help us think about, just in the near term, how there might be some tactical adjustments in strategy? Or is it going to be very, very similar to how we're -- how we've been going, steady as you go, so to speak?",neutral,0.106,0.0176,0.8764
17,Thomas P. Gibbons,,"Okay, Brennan, there is a lot there. But let me start that with the change at the top, the Board executed its succession plan and it's going through the due diligence and has initiated a search. And I have indicated my interest to be a part of that. So that's in process. And we don't have any strict time frames on that, that will flow as it flows. 
And in terms of my own priorities and anything tactical that we're seeing, frankly, I've been in the middle of driving the change agenda that's been going on that Charlie had led over the past couple of years, and I really felt like I'm an integral part of it. Actually, I've enjoyed it. So what I'm not going to do is revert back to some of the ways that things were. So we're going to continue to drive a very strong performance culture. I see us holding ourselves more accountable. We're expecting -- we really expect and demand excellence from each other. And I'm not going to let that change, so that's at the high level. 
The investments that we're making in technology are going to continue. They're going to be focused on a number of things, not only that we make our services more resilient, that we improve the client experience. And where we're having some real success is around improving operational efficiency, so that continues to be high on my list. And I think there's a lot more, and I would follow my next point here, is that we'll automate and continue to improve operations. I think we've got a lot of tractions there. We can point to a lot of successes and opportunity to do more. 
I got to stay focused on regulatory relations, given who we are and what we're doing, and so that will be a high priority. And finally, Mike and I are now poring through the planning process and we've got to make good decisions around our investment opportunities. We have quite a number of them, and actually that will be fun. So I think it's been a very smooth transition at this point. I don't think anything has changed, people -- and I really am quite pleased with the leadership team, how smoothly they've moved on.",neutral,0.2809,0.0176,0.7015
6,Brennan Hawken,,"That's great color. One question here for Mike. Previously, you guys had guided to the back half of 2019 being flat for operating expenses versus the back half of 2018. I believe that the core expenses in the back half of 2018 were $5.4 billion. Looks like core expenses this quarter was $2.7 billion. Does that mean that we should be looking at core expenses for the fourth quarter to be roughly flat with core to this quarter? Is that fair?",neutral,0.0847,0.3345,0.5808
2,Michael P. Santomassimo,,"Yes. I mean I think give and take a little bit, Brennan, so -- but, yes, I mean I think the guidance we gave in terms of sort of being flat year-on-year still, give or take a little bit, still holds.",neutral,0.2412,0.0331,0.7257
6,Brennan Hawken,,"Okay. You mean you obviously laid out the charges, but that would not be core, right?",neutral,0.0487,0.0583,0.893
2,Michael P. Santomassimo,,Correct. You have to look through that.,neutral,0.0962,0.0281,0.8757
0,Operator,,"All right, your next question comes from the line of Gerard Cassidy with RBC.",neutral,0.034,0.0351,0.9309
10,Gerard S. Cassidy,,"Following up on your comments about the repo disruption and how you had a small benefit, and I know you don't expect it going forward, can you guys give us any color? Is there any benefit on the treasury now or the Fed, I should say, coming back in? They're not calling it a quantitative easing, but we know they're going to come in and start buying securities. Do you guys see any benefit of -- for your business from their activities?",neutral,0.1346,0.0204,0.845
17,Thomas P. Gibbons,,"Well, yes, the Fed conducts its open market transactions through repo and they do use our repo platform, our tri-party platform, for some of those transactions. It will be very, very modest, if any, impact to our revenue. So it will obviously impact the rate at which repo trades, but it's a de minimis impact. 
The good news about the business and the tri-party business and the collateral management business is it continues to grow. So we've seen -- we saw significant growth in the past quarter. Some of that less than or about 1/3 or so of that, was from the conversions that we had from last year. But the rest of it is either new clients or additional growth with the existing clients. Collateral management and repo is -- it is growing as the uncleared margin rules grow and the demand for secured credit grows. So we like our position there and I can go on more about this because we're -- one of our biggest investments is in what we call the future of collateral management and making our systems interoperable in a way that just makes it seamless for our clients to move collateral. That will have a huge benefit to them. So a key focus for us, but the disruption in the repo market had little, if any, impact.",positive,0.6322,0.02,0.3478
10,Gerard S. Cassidy,,"Very good, Todd. And then just as a follow-up, you gave us good color on the sequential look into net interest revenue and what the forward curve is saying about future Fed fund rate cuts. If you guys could paint us a picture for 2020, what would be an ideal interest rate environment for you to benefit from a net interest revenue standpoint? Again, I know -- I don't want to hold you to it, but just curious what would be that ideal environment.",neutral,0.1839,0.0132,0.8028
17,Thomas P. Gibbons,,"I'll take it. I'm looking at Mike here. A steeper yield curve and fewer leases, it really isn't a lot more complex than that.",neutral,0.0967,0.0314,0.8719
0,Operator,,"All right, your next question comes from the line of Kenneth Usdin with Jefferies.",neutral,0.0347,0.0375,0.9278
