Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] We'll take our first question from Brennan Hawken with UBS.,neutral,0.0478,0.0193,0.9329
6,Brennan Hawken,,"So curious about the -- thinking about the deposit costs, interest bank deposit costs for the non-U.S. office line. You had called out the reduction in wholesale deposits, which I'm sure was helpful, but just wanted to confirm whether or not there was any other noise falling through that line that we should think about. 
And then thinking about deposits sort of broadly, how should we think about the deposit costs for those $4 billion in interest-bearing that you flagged in your end of period resulting from the termination of the money market fund program?",neutral,0.0834,0.0962,0.8203
35,Stephen Biff Bowman,,"Okay. On the additional color on the deposits in the foreign office deposits, in addition to the lower leveraging amounts that we highlighted, we really had 2 individual clients that accumulated large deposits in the first quarter, and they deployed them in the second quarter. We would consider that normal operating flow that we see from time to time in between quarters so we could really identify that movement in the foreign office deposits excluding those that were impacted by the lower leveraging in a handful of clients. In the case I just highlighted, 2 clients really made that move. So not uncommon for us to see builds in certain periods and then the deployment of that in other periods, and so we'd say normal flow there. 
In terms of how should we think about the pricing of the deposits in the retail space or in our wealth from the closure, if you will, of our anchor sweep product, we did offer rates for those individuals that -- attractive rates for that, that allowed those to maintain. That had a -- that has a finite period, and when that rolls off, then they will be at market rates on the competitive front.",neutral,0.1245,0.039,0.8365
34,Mark M. Bette,,"And Brennan, I would just add, if you look at the savings, money market and other line, you did see an increase sequentially in the costs, which is partly reflective of what Biff indicated but then also, the Fed increase in December, there was a lagged pricing impact in the retail deposits. So that wasn't quite fully reflected in the first quarter yet. So that's another part of the sequential impact.",neutral,0.1595,0.3824,0.4581
6,Brennan Hawken,,"Okay. And then Biff, do you still expect -- I want to say that you had flagged during a presentation intra-quarter that you expected deposit betas to be quite high in the event of a Fed rate cut, near 100% as I recall. Is your expectation still that they would be that high? And why do you think that betas are going to be so much higher on the way down than we have seen in prior historical periods of Fed rate cuts?",neutral,0.1217,0.1453,0.733
35,Stephen Biff Bowman,,"Yes. I -- it's still our view that the betas will be -- let me separate first retail and institutional deposits. It's our view certainly on institutional deposits, which make up the majority of our balance sheet, that the betas will be pretty high and almost like say, almost symmetrical as they were on the way up. As the most recent betas were pretty high, we think that, that same beta favorability would happen on the way down. So perhaps not in 100%. That depends on the competitive landscape but high on the way down. So that's what we see institutionally. 
On the retail space, I think it is really a function of the competitive landscape there. So they were -- they moved up fairly slowly so we benefited from the early days of the rate hikes, and then that beta moved up over time. I think you could probably also see some of the same symmetrical path down in betas on the retail space. But there's a much more transparent market to understand the pricing there, and we need to remain competitive in that landscape. 
So I guess I'd summarize and end by saying I think we still believe that the overall, the betas will be pretty high on the way down and pretty fast. If you get closer and closer to a 0-bound for U.S. dollars, that could create some compression as we get closer to that, but there's still a few hikes before we get there.",neutral,0.2106,0.0365,0.7529
0,Operator,,"And moving on, we'll go to Glenn Schorr with Evercore.",neutral,0.0594,0.0124,0.9282
11,Glenn Paul Schorr,,"Quick one related to fee rates. Mark, it's obviously very strong year-to-date. I'm just curious how -- particularly in the U.S., curious how breakpoints, fee caps play a role and make it hard for us to look at any custody fee rate trends. And maybe you can throw in there a comment about what kind of fee rate on the new assets coming in the door coming in.",neutral,0.0792,0.0231,0.8977
34,Mark M. Bette,,"It's Mark. There's a lot that goes into that, so we don't specifically look at fee rates internally because of really the mix of business can be quite different. So you could have a very large custody mandate with assets where the fees might be small compared to a small assets under administration mandate where the fees are larger. But -- so as far as the trends go there, it's hard to pin down something there. I would say though, that as we've highlighted before, when you look at that line, about 40% of the fees are not asset value-related. So in general, you would get the fees moving less than what you would get the assets moving, assuming that asset mix is coming out of the same rate, which it's not. I would say that some of the places where we're winning are in places that we do have, when you talk about hedge fund services and areas like that, that does usually generically, it would have a higher beta or a higher fee rate and what say, domestic custody would have as a -- for instance.",neutral,0.0529,0.0584,0.8888
35,Stephen Biff Bowman,,"Yes. Glenn, I would just add, second part of your question was the new assets coming on board, the fee rates. I think Mark's point is important there as the types of wins we're having where it's growth, and I think we mentioned Magnetar and Anchorage hedge funds. Those still -- there's still good value added and the fee base there and then there's other large just pure asset servicing custody wins where the competitive landscape, the basis point yield might be a bit lower. So you've got to really look at the mix coming in, and we've got a pretty nice mix, both globally and product set mix, so we get a nice blend of rates coming in on the new business. It's not all just in lower margin fee rate business.",neutral,0.1271,0.0277,0.8452
11,Glenn Paul Schorr,,"I appreciate all that. Maybe 1 quick follow-up to Brennan's question. The -- I hear you loud and clear on the high betas on the way down on the institutional side. I'm curious, is there a difference in client segment -- by client segment in the retail side? I'm surprised to see such rate sensitivity. It's not what I think of when I think of Northern Trust Wealth Management.",neutral,0.0444,0.0556,0.8999
35,Stephen Biff Bowman,,"Yes. I think what you have to look at there is you've got to look at the beta over a much longer period than just 1 quarter because we could have been behind the market, slower to the market over periods of time, and you can see beta moves in certain periods that look larger than a beta than you expect because we're catching up from some competitive landscape. And I will still say, it is still competitive for even high net worth deposits. You've got sophisticated investors who are looking when yields get to some differential with the market that are seeking, at least for the cash portion of their business balances, they're looking for market rates, and so we need to remain competitive. It may not be quite as dependent -- as competitive as those that are relying on retail deposits but it remains competitive.",neutral,0.1958,0.0234,0.7808
0,Operator,,"And next, we'll go to Mike Carrier with Bank of America.",neutral,0.0368,0.0174,0.9458
41,Michael Roger Carrier,,"Maybe the first one, just on the expense growth, so that's been coming in better this quarter and year-to-date versus kind of the targeted in line with the organic growth rate. Just curious, should we be expecting maybe any new spend like in the second half of this year? Or could that be coming in lower just given the revenue backdrop and some of the uncertainty, whether it's -- you mentioned some of the FX but also the rate backdrop.",positive,0.562,0.0918,0.3462
35,Stephen Biff Bowman,,"Yes. So here, I would say the environment we're operating in, it's not lost on us, right? So a net interest income environment that looks like it will become more difficult in terms of the -- where rates are moving. So we really want to continue to drive our organic revenue and our franchise, but we have to be mindful of the macro headwinds that we're facing. We can't just singularly focus on that. 
So that means I think the disciplines that you've seen in the first 6 months of this year, and I think even longer term than that, they have -- they're vital to our profitability. They have to remain. So we are focused on certain disciplined capital deployment for projects, return-seeking projects, disciplined expense management around occupancy, procurement, business promotion, location strategies, automation driving it, organizational design, all things we've talked about, those are even more in focus. They've been in focus. You've seen the benefits of our focus of them, but they're even more in focus as we are recognizing the environment that we're entering. 
And I can tell you that I think some of the cultural behaviors that we've embedded as a part of Value for Spend are now part of the disciplines that will help us, we think, continue to execute on that in the second half of this year and in the future. So there is not a planned ramp in those expenses because we are -- we're certainly cognizant of the environment we're operating in, and there is a strong focus on maintaining those. What I will say, though, and want to be clear is we think our organic growth rate is still a very important governor, if I could say that, on what is allowable for that expense growth rate. So we still want to grow our franchise organically, and there is some expense needed to fuel that organic growth. But as long as that's proportional and appropriate with enough spread in it, we think we can move it forward and move the profitability the firm forward.",neutral,0.2437,0.0156,0.7407
