Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question is coming from Glenn Schorr with Evercore.,neutral,0.0457,0.0278,0.9265
11,Glenn Paul Schorr,,"I guess my question is on organic growth. I heard a lot of commentary throughout your 18 minutes of prepared remarks. On positive net flows, across most parts of the business. I think in your prepared remarks, I heard you talk about ESG mandates within asset management, but maybe you could cover whether you quantify or qualify, I'll take either one, where you're seeing new business, what kind of business you're winning in asset servicing? And has there been any pandemic-related pause that is now freeing up a lot, Jim. So any color on that would be great?",neutral,0.148,0.0128,0.8392
37,Jason Jerrome Tyler,,"Yes. Mike, do you want to start on it?",neutral,0.0326,0.0364,0.9311
38,Michael G. O’Grady,,"Sure. So Glenn, as you described there, we are seeing strong organic growth across the company and specifically in asset servicing. And I would say the first place I would start, the foundation of our growth strategy is retaining existing clients. And as you would imagine, going through the pandemic, being able to support clients has been extremely important, but also, I think, earned us the right, if you will, to continue to serve our clients, many of them are largest clients. So that's been a big positive. 
Second, I would say is that we have seen, I would say, a full return to marketplace activity. So our clients, both asset owners and asset managers are actively looking at their own operating models and looking for opportunities either to become more effective in how they invest on behalf of their beneficiaries or improving the efficiency of the way they do that. So consolidating operations or providers, utilizing new technology, and that has played very well into our strategies in asset servicing that we've had underway for years. So thinking about things like front-office solutions, which is an investment book of record for clients that have high levels of alternative assets, the ability to look at across their portfolio in order to manage their business. And then thinking about our asset manager clients, our whole office strategy is definitely resonating as well where we can provide services across front, middle and back office. So high level of activity. And then I would say, success with strategies we've had in place for some time period.",positive,0.8147,0.0117,0.1737
11,Glenn Paul Schorr,,"Appreciate that. Maybe just the last follow-up on net interest income. The NIM was down 5%, but deposits were up a ton. Do you feel net interest income has now finally bottomed and maybe some backup of your thoughts behind that in terms of redeployment opportunities?",negative,0.2067,0.5502,0.2431
37,Jason Jerrome Tyler,,"I don't want to call a bottom on it. I mean, if you unpack the quarter effectively, we saw loan growth that was strong and up $1 billion, and that has a few million dollar impact if you take our average return on those assets. If you think anywhere from 175 to 200 basis points on that $1 billion, you're going to get $4 million or $5 million in lift for the quarter. And then you also had obviously a lift from the deposits overall, but that's offset by something that's more predictable going forward, which is we're still going to have reinvestment in -- as the security book continues to mature. And that's still got some maturation to do. And so it's easier to predict what's going to happen on the reinvestment side than what's going to happen on the loan side. But obviously, if we continue to see strong loan demand, then that's more important than what we're seeing on the other components of volume.",neutral,0.3321,0.0467,0.6212
0,Operator,,Our next question comes from Mike Mayo with Wells Fargo.,neutral,0.0373,0.0369,0.9257
18,Michael Lawrence Mayo,,"I see at your annual meeting today, a 2021 priority is productivity. So I was wondering if you could put some metrics around what you'd like to achieve? And on the positive side, I see the headcount is down 1% quarter-over-quarter. The pretax margin in the first quarter is back to the 30s, where it was not last year at all. But on the negative side, I have to imagine the fee waivers will continue and might actually increase. So where does it all end up? And where would you like to get to this year?",negative,0.0571,0.8287,0.1142
37,Jason Jerrome Tyler,,"Yes. Let me take that in a few different buckets. You're right. The productivity is extraordinarily important. And we go and we scratch and call and do everything we can to earn new business. That's hard to do. It's not overly predictable. But what we can do is exhibit extreme discipline on the productivity side. And so we haven't put external metrics to that, but we're looking at it a lot of different ways internally. We look at operating leverage, which we talked about earlier, we look at fee operating leverage. And internally, we're able to look at organic trust fee operating leverage. And so from our perspective, we want to see -- we don't want to just call expenses up or down because a lot of our business relate -- a lot of our expenses relates to the amount of new business that's coming in. And if we continue to show growth in the different areas of the business, we're going to see lift in those expenses. We just want to make sure it's related in the proper way to the organic growth that's coming in. Now you're right, headcount was down. And that comes back to the initiatives that we talked about in January. And so you see it's a meaningful reduction for us of about 300 headcount and that played through in lower salary expense for the company. And so that's -- those are meaningful movements and I think reflective of the discipline and the commitment we have around expense management. And then on fee waivers, you're right, it's -- that is a -- it's a very, very difficult dynamic that we're facing. And I also think people need to realize, we've talked about the fact that the $50 million we have this quarter, we're still seeing lower rates on the short end of the curve. And as much as we've seen the 1-year, 5-year, 10-year up, we've seen overnight repo at 0 and 1, and that's very difficult for a $275 billion pool of money market funds. And that's why we've tried to give consistent information, not guidance, but a consistent run rate on how those fee waivers are going. And as we sit right now, that number looks more like $65 million to $70 million on a quarterly run rate basis. Hopefully, as the Fed balance sheet changes, we see some improvement there, but that's where we sit today. And so it's something we have to monitor. And obviously, it has a big impact on the pretax margin you identified.",neutral,0.1421,0.232,0.626
18,Michael Lawrence Mayo,,"And then the one tailwind you have, I guess, the higher asset values. Can you remind us of the relationship between every change in the stock market and your fees?",neutral,0.0475,0.0483,0.9043
