Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Your first question comes from Alex Blostein of Goldman Sachs.,neutral,0.0412,0.0257,0.9332
4,Alexander Blostein,,"So maybe we can start unpacking some of the guidance, and I'm sure there's going to be a good amount of follow-ups on the back of that as well. But maybe just starting with the fee guide, really zoning in on service and fees. State Street has obviously made a considerable amount of improvement in retaining clients and winning new business. So maybe help us unpack within the 2% to 3% growth for the year, what's sort of contemplated from markets in terms of the benefit of the 5% that you guys highlighted earlier? So how much is the market benefit versus the net new business and pricing? 
And I'm assuming BlackRock is included in this guidance as well, but how much of a drag in the servicing fee revenue you guys expect from loss of the BlackRock mandate?",neutral,0.449,0.0191,0.5319
45,Eric Walter Aboaf,,"Alex, it's Eric. Happy New Year to you, too. Let me cover fees and then servicing fees, which I think is where you're focused. Our guide for total fee revenue is up 3% to 4% for the year. Our guide for servicing fee is up 2% to 3%. And obviously, that includes about 1 percentage point of headwind from foreign exchange. So in effect, the servicing fees are up, for example, 3% to 4% in our guide adjusted for currency translation. 
If you think about the drivers, we've factored in all the known events, both our growth, our installations, net new business and so forth. If you want to peel it apart a little more deeply, we start off at a good equity market level, and we expect some year-on-year growth from equity markets. That's probably worth about 2 percentage points of a tailwind to growth. 
Flows and client activity, which are variable, it's probably worth another 1 percentage point and part of our kind of fee structures. Net new business is -- continues to tick up. We expect core net new business to be up 2%, and that obviously includes all the new onboardings offset by any attrition. So that's on a net basis. And then obviously, there's just the usual 2% grind down of pricing. And that kind of gets you to the low end of our range. We think there's some upside, which is why adjusted for currency, the servicing fee guide is in the 3% to 4% range. And what it does is it represents the continued acceleration of our business towards our medium-term targets, which are really in the 4% to 5% range.",positive,0.5606,0.0314,0.408
4,Alexander Blostein,,"Great. That's perfect. And just maybe staying on the topic, but looking at the expense side of the P&L. The 1.5% to 2% growth, I think, is contemplated on, obviously, the fee outlook that you just outlined. If we are in a tougher equity market backdrop and let's say, you guys don't hit the 2% to 3% service and fee growth or the 3% to 4% fee growth, what are sort of the bookends around the expense growth trajectory that we could see this year? So in other words, like, in flat equity markets, should we expect you to be below the guide on expenses given there's maybe more flexibility or kind of the range is the range and the revenue will be more kind of working independently?",neutral,0.0841,0.0898,0.8262
45,Eric Walter Aboaf,,"Alex, that's a fair question, and you can see that part of the way we create some, I'll call it, insulation for ourselves as we think about equity markets and where they might go, whether it's up a lot, up modestly, flat or down is that we've designed our plans with the view that we should and intend to deliver a couple of points of operating leverage and actually a couple of points of fee operating leverage, right? That couple of points gives us some flexibility to handle some variability in what happens in actuality in equity markets. 
I think -- so certainly, we'll move within our range based on what we see. Obviously, if we see a market, an equity market correction of down 5% or down 10%, we'll do everything we can to come in below our range. And certainly, we can flex in this business, a full point can be flexed. It's not easy, but it can be flexed. And that would be the approach that we take. But we're confident with kind of the level of equity markets they are today, part of this -- part of what we see is a fairly nominal uptick in equity markets. So we think this is a good kind of middle of the fairway plan, but we'll certainly flex it, we -- to the extent that we can.",neutral,0.2898,0.0322,0.678
0,Operator,,Your next question comes from the line of Jim Mitchell with Seaport Global.,neutral,0.0315,0.0347,0.9338
49,James Francis Mitchell,,"Maybe you could just talk a little bit about the BBH. I appreciate the discussion around the increase in EBIT from rates. How much is that? Can you speak to their off-balance sheet sweep deposits, maybe update us on the level of that? And how you think those act at a rising rate environment in terms of the sweep fees? Is it pretty similar to the spread on deposits?",neutral,0.0729,0.0204,0.9067
45,Eric Walter Aboaf,,"Jim, it's Eric. The business that Brown Brothers has run on the investment services side is performing well. So what we've seen is, with the higher equity markets, we've seen their servicing fees come in a bit stronger for this coming year. I think the deposits both on balance sheet and the swept ones are within the range of what we've seen. And I think we described those as a bit under $10 billion on balance sheet and a bit over $65 billion swept, and they're coming right around that range, and that's our expectation for 2022. 
The -- both the on and off balance sheet do have a good translation into higher revenues as rates move up. And the on balance sheet betas are similar to ours, and we had very nice betas in the early part of the last rate cycle and expect to have that again on ours and on theirs. And then the off-bound sweeps also have betas. They're not quite as strong as deposits, but they're in the range actually and that also will provide some very nice, I think, fee growth as we take on that business.",positive,0.7245,0.0196,0.2559
49,James Francis Mitchell,,"Okay. Great. And then maybe just pivoting to the asset management business. You had record flows, strongest flows in many years. Can you just describe where the biggest drivers of that growth are coming from? What you're doing to enhance that growth? And is this more just the environment's grade? Or do you think there's some sustainability to that debt inflow?",neutral,0.144,0.0214,0.8346
48,Ronald Philip O’Hanley,,"Jim, it's Ron. Let me take that. I think that the growth is reasonably broad-based in the sense that it's firstly from our investments and ongoing investments in the ETF business. So you saw lots of strength in the core SPDR offerings, which are really instruments of choice for the -- for large institutional investors and good growth in areas where we have invested, active ETFs, fixed income, the low-cost ETFs, non-U.S. So we expect to continue to see a good performance there, particularly as we work to solidify our position with institutional investors. 
Secondly, in the institutional -- in the traditional institutional space, the team's done a lot of work in developing products that are companions to the core index business. We have a great client roster, and we've seen some diversification in that business. And finally, we've got a great cash business there. And obviously, it ebbs and flows as cash does itself, but we'll also benefit a little bit from rising rate environments as the remainder of the fee waivers goes away. So it's really across the board.",positive,0.8206,0.0107,0.1686
0,Operator,,Your next question comes from Steven Chubak with Wolfe Research.,neutral,0.0373,0.0414,0.9214
27,Steven Joseph Chubak,,"So first, Eric, I just wanted to unpack some of the NII, the assumptions underpinning some of the NII guidance. I was hoping you can just share some insights in terms of what you're contemplating as the Fed initiates QT in terms of just deposit flight broadly or deposit runoff and maybe deposit remixing out of noninterest-bearing deposits. And just, in terms of spot rates, where you're reinvesting today versus the back book yield?",neutral,0.0662,0.0208,0.913
45,Eric Walter Aboaf,,"Sure. Steve, it's Eric. Let me do that in reverse order. I think the front book and the back book are starting to converge in the investment portfolio, and you'll see that our investment portfolio yields took another small tick downward this quarter, in fourth quarter. But starting in first quarter, we'll see that relatively flat, and then you'll see a slow progression upwards. So we're comfortable with where we are in terms of long rates. And obviously, the higher the long rates come in, the better off we'll be. 
The NII uptick for this year, and then let me get to the question around balances and quantitative tightening, I think it's just comfortably dependent on the Fed increases. I think we're showing 10% to 12% expectations in NII, a little more than half of that is off of rising short-term U.S. rates, about a little less than 1/4 is off rising non-U.S. short-term rates and then the last portion is off of the rise in long rates. So we're really geared towards the front end rates and then that flows through directly to balances. 
For deposit balances, we currently expect U.S. and international deposit balances to be flattish, I'd say, this year. And I think we're all wrestling with what's the pace of the Fed's actions in terms of rising interest rates. When does that start? And then when do they start with the -- with some amount of quantitative tightening? And I think it's just helpful to book on this. 
There's been a lot of discussion about quantitative tightening for the last week or 2. Certainly, it will happen. If you go back to the last cycle, which was just 3, 4 years ago, so not a long time away, quantitative tightening started 2 years after the first rate rise and a full year after the second and third and fourth, kind of that steeper part of the rate rising cycle. And so I think quantitative tightening, there'll be a bid ask range on this, is something to expect in 2023 more than '22. And we'll thereby -- and then have some effect on deposits. 
How much, it's hard to tell. As you know, this cycle, we've controlled some of the uptick in deposits. We had pushed them off in third quarter, as you recall, let some back in this quarter. We'll certainly see some deposits ebb downwards in '23 and '24 perhaps or potentially just say flattish because the question is the pace of the quantitative tightening. And if you recall, last time around, just, I guess, 3, 4 years ago, I think the Fed felt like it tightened too much, right, and created some disruptions in the short-term money markets. And so -- but we expect some tightening to happen in, say, 1.5 years from now or thereabouts, we'll see. The -- I think the pace of the tightening may be more moderate. But anyway, we'll see. We'll see. That's, call it, a '23 topic. I think 2022 should be fairly straight.",neutral,0.1039,0.0689,0.8272
27,Steven Joseph Chubak,,"And just for a follow-up on how you're thinking about capital management. You spoke about reinitiating the buyback beginning in 2Q. I was hoping if you can give us some context as to like what level of payout you're planning as we look ahead to '22, '23? And just in terms of future changes to the capital regime, any guidance you can provide on the impact of SACCR or -- and preliminary thoughts on the impact of upcoming changes under a Basel IV regime would be really helpful.",neutral,0.1274,0.0124,0.8601
