Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question comes from Glenn Schorr with Evercore ISI.,neutral,0.0465,0.0235,0.93
11,Glenn Paul Schorr,,"So I noticed in the prepared remarks, in disclosure, you noted net interest revenue growth in every single business, obviously, rates were up, but it's also balanced growth. So we noted high deposit betas. I'm assuming that's going to stay given your mix of clients and business. So the question I have is, how much balance sheet growth is possible as you continue to have like really good capital return? Because that's what's -- that's going to help continuing to drive net interest revenue, right?",positive,0.8229,0.0162,0.1609
2,Michael P. Santomassimo,,"Yes, Glenn, it's Mike. Let me just give you a couple thoughts there, and then, hopefully, I'll answer the question. But as you sort of think about the first quarter, and we said this at Investor Day as well, so -- we saw deposit balances a little higher than we expected in the beginning part of the -- our first quarter and this has come back down to kind of where we expected them to be. And as we sort of think about the second quarter, all things considered, we still expect NIM to increase, and we would expect that even with the lower deposit balances, the rate of growth of NIR will be a little lower than the first quarter, but we still expect to be -- it to be pretty healthy versus the second quarter of 2017. So we still expect to see both of that happening. And I think as we build -- as we continue to build the franchise and bring on new clients, we would hope that our -- any of the decline we see in our balances as a result of rates rising would be more than offset or offset partially at least by new business coming in, and we have the room on the balance sheet to continue to do that.",positive,0.8771,0.0608,0.062
11,Glenn Paul Schorr,,"Okay. I appreciate that. You mentioned the business wins, obviously, in tri-party and collateral management claiming as the balances grow. Business wins and losses in Asset Servicing, are we not going to get that anymore?",neutral,0.0689,0.0568,0.8743
2,Michael P. Santomassimo,,"Well, yes -- no, we took that stat out because -- and we did -- and this came up a little bit at the Investor Day. And we agreed with the view that it just really wasn't a particularly worthwhile statistic. It's a gross number, not a net number. Our belief the way different people talk about it across the industry is very different, relative to timing, relative to -- is it custody, is it fund accounting, middle office, how you account it? And so our view is there just wasn't a whole lot of value in it, which we agreed with.",neutral,0.0645,0.075,0.8605
0,Operator,,Our next question comes from the line of Alex Blostein with Goldman Sachs.,neutral,0.0349,0.0314,0.9337
4,Alexander Blostein,,"I wanted to follow up on the discussion related to capital and the NPRs put out by the Fed. So in terms of, I guess, the excess capital dynamic, obviously, too early to really tell. But I was wondering if you guys think through the impact it could have on the business, particularly in the repo markets, which, I guess, has partially been somewhat constrained by the leverage requirement at the banks. A, I guess, do you think some of that could come back? To what extent you think that could help your tri-party repo business and if possible, I guess, break out how much of revenues you guys generated in tri-party repo to help us kind of calibrate what the upside could be?",neutral,0.1451,0.0343,0.8207
2,Michael P. Santomassimo,,"Yes, Alex, this is Mike. I think the impact on -- you'll get a better sense from the other banks in terms of exactly what the impact they think they will have, but you would think that given the constraints they are all under now, that you would see that have a positive impact on the repo market, which would then come back to us from a servicing perspective. To what extent? It's hard to know right now.",neutral,0.0823,0.0327,0.885
4,Alexander Blostein,,Any sense how much you guys generated in tri-party repo revenues currently?,neutral,0.0534,0.0209,0.9258
2,Michael P. Santomassimo,,"That's not something we disclose, but it's included in the Clearance and Collateral Management line that you see in the disclosure.",neutral,0.0261,0.0309,0.943
4,Alexander Blostein,,"Got you. And then, just my follow-up secondly, just kind of going back to the Investor Day, you guys outlined a longer-term NIM guidance of 125 to 140. You're at 123 now. So seems like you're kind of there. Any additional clarity you guys can provide on the assumptions, I guess, underpinning the 125 to 140 in terms of the rate backdrop, the size of the balance sheet, the time frame of how you guys think you'll get to those levels?",neutral,0.0871,0.0159,0.8969
2,Michael P. Santomassimo,,"Yes. As you noted, we're pretty much on the bottom of that range as we speak. And so if rates continue to way the -- to increase the way the market expects, we would be getting into that range as we go out through the rest of the year. And as you know, there is a lot of dynamics that sort of play into exactly what the NIM will be in terms of deposit mix, the level and rates as you mentioned, but we would expect to begin to get into that range as we go out through the rest of the year.",neutral,0.1668,0.0234,0.8099
4,Alexander Blostein,,"Got it. I mean, I guess, like there is a scenario where it will be above 140, just given there's still seems to be some runway on the rate side?",neutral,0.1759,0.0335,0.7906
2,Michael P. Santomassimo,,"Yes. I mean, it's possible...",neutral,0.1183,0.0311,0.8506
1,Charles W. Scharf,,"There's always a scenario, but who knows.",neutral,0.0349,0.0626,0.9026
2,Michael P. Santomassimo,,Yes. It's possible.,neutral,0.1087,0.0226,0.8686
0,Operator,,Our next question comes from the line of Brian Bedell with Deutsche Bank.,neutral,0.0346,0.0302,0.9352
7,Brian Bertram Bedell,,"Maybe if we can just go back into Asset Servicing, looking at it through the old way on the fee line of Asset Servicing, a very strong 10% growth year-over-year. Maybe, if you can just bifurcate that a little bit because if -- you're pulling the clearing and collateral out of that separately on the clearing and the Treasury Business. And if you can talk about -- maybe sort of qualitatively about the pipeline in Asset Servicing. I think you mentioned you're onboarding a new business from a large customer. If that's -- can you give a little more clarity on that and the timing of that?",neutral,0.1649,0.0114,0.8237
2,Michael P. Santomassimo,,"Yes. So as you sort of look at the Asset Servicing line back in the supplement, it's up 10% year-over-year as you sort of noted, Brian. So again, as you sort of think about the drivers of that, very consistent with what we talked about in general, about what's happening. So the market levels and currency sort of helped aid that as well as growth in our collateral businesses and then organic sort of flows into our existing client portfolios. So and then there is a little bit of seasonality that you see in the first quarter as you look at the sequential results from a few items. But for the most part, you're seeing the same drivers that we talked about in general across the firm.",positive,0.4965,0.0324,0.4711
1,Charles W. Scharf,,"And just keep in mind with business, there are different things that go into the revenue flow. The core custody, core fee-based business, obviously, is impacted by the level of the markets. Wins and losses, it's a slow, steady set of changes that happen based on what the trends are on wins and losses, so you're not going to see dramatic shifts there. And so one client coming on doesn't materially change the number in a quarter. But it does give you a point of view of what we're seeing in terms of wins and losses.",neutral,0.0496,0.1973,0.7531
2,Michael P. Santomassimo,,"Yes. And I think, as you think about the new business wins, we feel if we were to report a number, it would be pretty consistent with what we've seen over the last number of quarters. I mean, it was a little outsized at the end of last year, but otherwise, if you looked at the average across the previous quarters, it was pretty similar, and the pipeline still feels good.",positive,0.7868,0.04,0.1733
7,Brian Bertram Bedell,,"And we have more conversion from the T. Rowe Price deal still -- yet to come, and I think you mentioned the JPMorgan treasury business is still -- the majority of that yet is still to be transitioned. Is that correct?",neutral,0.052,0.0216,0.9263
2,Michael P. Santomassimo,,"Yes. Yes. Yes. A good number of the clients from JPMorgan have been converted already, but it's the -- a few of the bigger ones are coming between now and the end of the year.",neutral,0.3624,0.0193,0.6183
7,Brian Bertram Bedell,,"Okay. And just on the expense control, very solid, obviously, in the quarter, better than expectations. As we think about, Charlie, your comments on investing in the business in the rest of the quarters, this year, do you think this type of expense level is sustainable for the rest of the year given that you still have some improvements in the cost base to make as well?",positive,0.8675,0.0098,0.1227
1,Charles W. Scharf,,"Yes, well, I'm not going to give you a forecast on expenses beyond what we said at Investor Day, but what you saw this quarter was very consistent with our points of view on what we think we can produce. And so this quarter includes a fair amount of the additional technology investments, not all of it will be growing throughout the year. But we're very, very focused on continuing to build and increasing the operating margin, which means we should continue to see a tight control on expense. What that means for the actual number, again, away from the effect of currency, we're focused on it. And so I think everything I said there we continue to play out throughout the year.",neutral,0.4398,0.0202,0.5401
0,Operator,,Our next question comes from the line of Betsy Graseck with Morgan Stanley.,neutral,0.0316,0.0284,0.94
5,Betsy Lynn Graseck,,"Charlie, at Investor Day, we talked a lot about organic fee growth rates, and I think you mentioned -- or was it organic revenue growth rates? I think you mentioned that the old days of 1% going to 1.5%. Maybe you could talk a little bit about how much of the revenue growth this quarter was organic?",neutral,0.0646,0.0254,0.91
1,Charles W. Scharf,,"Yes. I'm not going to talk about that. It's not something we're going to talk about every single quarter. We did that in Investor Day just to give you a sense of the way we look at it internally and what we are focused on driving. I think -- but you -- but when you look at some of the results that we see, whether it's security lending loans, what we saw in FX, what you see in the levels of AUC/A, and just our comments on growing the underlying client base and franchise, I think directionally what you see across the businesses is headed in the right direction. And I guess the -- and the last thing that I would say is, when we went through Investor Day, it was a very interesting experience quite frankly to watch people's reactions to us being very open and honest and disclosing things that I don't think anyone else has disclosed in the business. So that, again, you have the lens into how we're thinking about it, which from our perspective is a positive because we're focused on the things that we want to do better at and think we can do better. But overall, you'll see it in the actual operating metrics over a period of time. So directionally in the businesses, which have more -- quicker paybacks, a series of the markets-related businesses, liquidity and security lending, you saw franchise growth, and we're focused on delivering it in the other businesses, which have longer lead times as well.",neutral,0.2065,0.0163,0.7772
5,Betsy Lynn Graseck,,"Got it. Okay. And just obviously, revenue growth is very strong this quarter. It seems like you outperformed the 1.5% long-term average that you were talking to at Investor Day. I don't know if that's a fair conclusion from your perspective?",positive,0.5537,0.0911,0.3552
