Speaker ID,Speaker Name,Speaker Company,Text,Sentiment Label,Positive Score,Negative Score,Neutral Score
0,Operator,,[Operator Instructions] Our first question comes from the line of Glenn Schorr with Evercore ISI.,neutral,0.0456,0.0217,0.9326
11,Glenn Paul Schorr,,"Thanks for taking away like 17 of my questions with that outlook. That was helpful. I guess a follow-up on the expense question. So if you look at year-on-year, it was up 3%. I heard your guide. It was -- expenses were down 3% quarter-on-quarter. Can we talk about the growth opportunity piece you mentioned? 
What growth opportunities are you investing in? And what kind of payback can we expect? How do you think about that given your huge excess capital? I'm just -- my real question is why not invest more. So that's where I'm going with it.",negative,0.1268,0.5332,0.34
19,Emily Hope Portney,,"It's a great question, Glenn. Thank you. So as you have rightfully pointed out, we have been extraordinarily disciplined on expenses, and we've actually held them flat over the course of the last 4 years. 
Everything that we're talking about here are investments in growth and efficiency. Just to name a few, so certainly, digital assets and all the things we've talked about around digital assets, Data and Analytics, advisory services in Pershing as well as the managed account space. I'd highlight also electronic payment and collection services in Treasury Services. And then the remainder would be modernizing and automating our -- both our risk management and our operations infrastructure. 
And really, as you alluded to, we had a very strong half. We have a very strong capital-generative model. There are interesting opportunities. All of these have been properly vetted and truly will drive incremental growth and efficiency. So we feel now is an important time to invest.",neutral,0.2438,0.0107,0.7455
17,Thomas P. Gibbons,,"Glenn, are you still there? I think we lost you.",neutral,0.0491,0.4728,0.478
11,Glenn Paul Schorr,,"Oh, yes. Sorry about that. I appreciate all that, Emily. Maybe just a quick follow-up on Pershing. 
So in the past, you spoke about some -- maybe some headwinds in the second half. Are you able to quantify that just to give us that heads up on what to expect in the second half? And maybe at the high level, talk about the competitive backdrop there because it seems like some -- yet another competitor is poking their nose and trying to get involved on RIA clearing side.",neutral,0.0927,0.0654,0.8419
19,Emily Hope Portney,,"Sure. I can start, and I'm sure Todd can add. Just in terms of the impact of the lost business that we had talked about in the past, it's going to be about $20 million per quarter going forward. And that is, by the way, Glenn, baked into the forecast. So that is embedded in there. 
And yes, it is a competitive space. And actually, that particular piece of business that we're talking about was really we were on the wrong side of some M&A activity. So we do -- although we see a lot of growth and a lot of opportunity, there's certainly further consolidation as well.",neutral,0.2456,0.0695,0.685
17,Thomas P. Gibbons,,"Yes. And I would add that the consolidation that we've seen is actually a positive for us. So we've got a very robust pipeline. We continue to add a significant number of accounts over the course of the quarter and as well as seeing significant growth in funds. And we think there's opportunity to actually invest more. 
So what we did this quarter is we actually separated the businesses into 2. One is the institutional side, where we have some unique capabilities with some very large clients and we've got some pretty good leads there that we're excited about. But also, on the advisory and the broker-dealer side, we think we can invest there and garner some more of what's a very fast-growing industry. 
There is some competition there, but the consolidation has also provided some opportunity for us. So we do get -- every now and then, you get a lumpy loss due to an M&A. We've looked at it over history. That really -- it hasn't changed. We probably won more than we've lost, but we have pointed out that will have an impact in the third quarter.",positive,0.6409,0.0179,0.3413
0,Operator,,Our next question comes from Jim Mitchell with Seaport Research.,neutral,0.0407,0.035,0.9243
30,James Francis Mitchell,,Can you speak to your efforts on deposits? It seems like you had some success keeping deposits flat to down. Is that deliberate efforts on your part with less demand for your balance sheet? Maybe you could just speak to the deposit growth in the quarter and how you think about it going forward.,neutral,0.0791,0.0286,0.8923
19,Emily Hope Portney,,"Sure. I'll take that. So you're right, we have been proactively managing deposits and very successfully. We've been working with our clients, and you can see that in our trends. So despite the Fed and -- continuing to pump excess liquidity into the system, ultimately, we have managed our deposits and they're down 1% sequentially. This has been very much a coordinated effort with our salespeople and our clients. 
And in terms of looking at what's excess on our balance sheet, we probably think we have about $25 billion to $50 billion that's still excess. But what we have been doing is looking at what is excess and actually working with our clients to move it to off-balance-sheet vehicles such as money market funds. That's partially why you see a 9% growth in our money market fund balances that were driving waivers. 
And we're fortunate, too, in that we have a very robust liquidity solutions business. We offer both in-house as well as third-party solutions, and that has been certainly very attractive to our clients as we've endeavored to manage the balance sheet. And look, going forward, we will continue to do that. It's -- we're comfortable where we are, but certainly, we will continue to do that considering there still will likely be more liquidity coming into the system.",negative,0.3346,0.3537,0.3117
17,Thomas P. Gibbons,,"Jim, it's a very disciplined process that Emily leads along with the salespeople and treasury function. And we look at it client by client. And the good news is we've been able to capture most of that in our money market funds or our Liquidity Direct offerings. 
And so we are gaining market share there. And we've got a little bit of benefit when the Fed did increase the interest rate on excess reserves and the reverse repo. That have made that alternative -- they provided a bit of an outlet. So we think even though the Fed will probably continue to provide liquidity and build their balance sheet, that we should be able to manage it.",positive,0.8605,0.0122,0.1274
30,James Francis Mitchell,,"Right. No, that's helpful. And then just as a follow-up to that, if you think -- you've had success on the leverage ratio. When we think about the buyback that you're targeting over the next 18 months, can you front-load that? How do we think about the cadence of buybacks?",neutral,0.1797,0.0118,0.8085
17,Thomas P. Gibbons,,Sure. Emily?,neutral,0.0363,0.0469,0.9169
19,Emily Hope Portney,,"Sure. So certainly, the cadence of buybacks is going to be determined by lots of different factors: our capital position, our forward outlook for earnings, et cetera. But you can definitely assume that considering we have about $2 billion of excess capital now, and that's just against our binding constraint of Tier 1 leverage. Frankly, we have more excess capital when you actually think about what a normalized balance sheet size probably is when some of those excess deposits recede. So assuming -- taking that into account, taking into account the fact that we've also committed to our shareholders that we will return 100% of earnings over time, it's safe to assume that we'll probably front-load that $6 billion of authorization that we've received from the Board.",neutral,0.1391,0.0233,0.8376
0,Operator,,Next question comes from Alex Blostein with Goldman Sachs.,neutral,0.0326,0.0507,0.9167
4,Alexander Blostein,,"So maybe just starting with the NIR guide for the back half. It looks like the amount continues to kind of grind lower a little bit, and maybe given what the forward curve has done relative to last quarter, not particularly surprising. But curious if you guys feel like most of the pain is now in the run rate. Is this the right sort of jumping off point to think about as we sort of start to pencil out into 2022?",negative,0.0378,0.7554,0.2068
19,Emily Hope Portney,,"Sure. So I hesitate to call it trough because every time we do it, it's not accurate. But in terms of just our forward -- our outlook, we just use the forward curve when we project NIR. We don't try to get cute. 
Short-term rates are a bit lower in the forward curve than they were a couple of months ago. Likewise, as you all have seen, the long end has come down and the curve is flattening. And likewise, in terms of prepayment speeds, they have been elevated. And although we do expect them to slow down by the end of the year, they're probably going to still be more elevated than we had originally anticipated. So all of those things are just baked into the 14% down year-on-year.",negative,0.0858,0.777,0.1373
17,Thomas P. Gibbons,,"Yes. A couple of things. I mean one of the key drivers is -- are the short-term rates when you look at LIBOR and obviously, when you look at the Fed funds rate or the IOER. So the fact that, that has stabilized and it stabilized a bit in the forward curve, at least out the next 6 months or so, so the downside drag to that from where we are is probably not likely to be much unless something else were to change. 
And then we're going to have to look at the impact of term rates as we do reprice assets as they come out of the investment portfolio. But our best guess right now is we're pretty close to the trough. And as we think through money market fee waivers, it does feel like the support in the reverse repo program has probably bottomed that out.",neutral,0.1104,0.2275,0.6621
19,Emily Hope Portney,,Yes.,neutral,0.1082,0.0226,0.8692
4,Alexander Blostein,,"Great. That's helpful. I was hoping to dig through a couple of business line items as well. Maybe just focusing on Asset Servicing for a second. 
It seems like the business is seeing pretty decent momentum here. When I sort of back out money market fee waivers from the Asset Servicing line, it looks like it was up 2% quarter-on-quarter, 7% year-over-year, so -- despite obviously moderating industry volumes backdrop. Can you help us bridge maybe what sort of the source of growth here are sequentially? 
And as we're sort of thinking ahead over the next sort of 12 to 18 months, what do you expect to be the bigger contributors to growth here? I know there's a bunch of things that sort of go in there, right? There's the custody and admin business, but then there's also tri-party repo and a couple of other things.",neutral,0.2268,0.0192,0.7539
17,Thomas P. Gibbons,,"Yes. So let me start with the more traditional custody business. I think we are having quite a bit of success there. We've got -- we won a couple of very nice mandates this year. Our sales growth is ahead of where it's been. The ETF business is growing very nicely. We captured -- it's up significantly on a year-over-year basis. Our capabilities there are quite good. 
In our venture with CIBC Mellon, we've actually won 11 of the 16 ETFs that have been listed on the TSC (sic) [ TSX ]. And so we're seeing healthy growth there. We've got about 100 opportunities in our digital asset space, so that is getting some traction. And we've got really good flows across a number of our existing organic flows with our existing clients. So it's a combination of all of that, Alex.",positive,0.9273,0.0105,0.0622
0,Operator,,Our next question comes from Brennan Hawken with UBS.,neutral,0.0371,0.0473,0.9156
6,Brennan Hawken,,"I'd like to start with the balance sheet. You touched on the estimate of excess deposits. That was really helpful. Curious about what drove though, on the funding cost side, the improvement quarter-over-quarter. 
Was there any noise in that? Or do you think that's sustainable? And then when we think about squaring the guide for balances, what are you assuming for deposit growth from here for the rest of the year?",neutral,0.117,0.0291,0.8538
19,Emily Hope Portney,,"Sure. So just on the funding side, really, there was a benefit of also lower rates there. So that was what was driving it. Nothing else really notable.",neutral,0.171,0.049,0.78
17,Thomas P. Gibbons,,"Yes. A lot of our debt is swapped to floating. So as we saw lower LIBOR, we saw that -- through that as well.",neutral,0.1989,0.0467,0.7543
19,Emily Hope Portney,,Exactly. And then I think the other question was -- what was the second part of the question?,neutral,0.0366,0.1131,0.8503
17,Thomas P. Gibbons,,About balance sheet growth.,neutral,0.111,0.0175,0.8715
19,Emily Hope Portney,,"Oh, balance sheet growth, yes. We -- similar to what I had alluded to before, we will continue to monitor and proactively manage the balance sheet. We do have room should deposits go up further. But of course, like I said, based on the excess that we have, we'd like to kind of stay where we are and frankly, manage it down further.",positive,0.5386,0.0508,0.4106
